"Lipid","Feature","SumOfAllFragmentsIntensities","Class","Adduct"
"1_TG(14:0_16:1_17:0)+NH4","319",1259373.55,"TG","[M+NH4]+"
"1_TG(14:1_15:0_18:0)+NH4","319",854557.97,"TG","[M+NH4]+"
"1_TG(14:1_16:0_17:0)+NH4","319",1047027.96,"TG","[M+NH4]+"
"1_TG(13:0_15:1_19:0)+NH4","319",179797.941,"TG","[M+NH4]+"
"1_TG(13:0_16:1_18:0)+NH4","319",524485.06,"TG","[M+NH4]+"
"1_TG(13:0_16:0_18:1)+NH4","319",1805981.25,"TG","[M+NH4]+"
"1_TG(13:0_17:0_17:1)+NH4","319",658276.25,"TG","[M+NH4]+"
"1_TG(12:0_16:1_19:0)+NH4","319",456341.891,"TG","[M+NH4]+"
"1_TG(12:0_17:0_18:1)+NH4","319",1114998.62,"TG","[M+NH4]+"
"1_TG(15:0_16:0_16:0)+NH4","311",4396254.73,"TG","[M+NH4]+"
"1_TG(14:0_14:0_19:0)+NH4","311",525455.503,"TG","[M+NH4]+"
"1_TG(14:0_15:0_18:0)+NH4","311",2119291.83,"TG","[M+NH4]+"
"1_TG(14:0_16:0_17:0)+NH4","311",3984650.03,"TG","[M+NH4]+"
"1_TG(13:0_16:0_18:0)+NH4","311",3240594.88,"TG","[M+NH4]+"
"1_TG(12:0_16:0_19:0)+NH4","311",3034152.843,"TG","[M+NH4]+"
"1_TG(12:0_17:0_18:0)+NH4","311",741464.17,"TG","[M+NH4]+"
"1_TG(15:0_15:0_17:0)+NH4","311",1909079.73,"TG","[M+NH4]+"
"1_TG(15:0_15:0_17:0)+NH4","526",50812.542,"TG","[M+NH4]+"
"1_TG(13:0_15:0_19:0)+NH4","311",1468181.553,"TG","[M+NH4]+"
"1_TG(13:0_17:0_17:0)+NH4","311",550749.08,"TG","[M+NH4]+"
"1_TG(14:0_14:1_20:4)+NH4","684",42758.92,"TG","[M+NH4]+"
"1_TG(14:0_16:1_18:4)+NH4","684",45063.883,"TG","[M+NH4]+"
"1_TG(12:0_16:1_20:4)+NH4","684",330431.649,"TG","[M+NH4]+"
"1_TG(12:0_18:1_18:4)+NH4","684",320980.372,"TG","[M+NH4]+"
"1_TG(12:0_18:2_18:3)+NH4","684",1034108.48,"TG","[M+NH4]+"
"1_TG(10:0_18:3_20:2)+NH4","684",387267.459,"TG","[M+NH4]+"
"1_TG(10:0_18:2_20:3)+NH4","684",384833.599,"TG","[M+NH4]+"
"1_TG(10:0_18:1_20:4)+NH4","684",33990.124,"TG","[M+NH4]+"
"1_TG(14:1_14:1_20:3)+NH4","684",35852.654,"TG","[M+NH4]+"
"1_TG(14:1_16:1_18:3)+NH4","684",417723.54,"TG","[M+NH4]+"
"1_TG(15:1_15:1_18:2)+NH4","170",3268263.184,"TG","[M+NH4]+"
"1_TG(14:0_14:0_20:4)+NH4","17795",539097.54,"TG","[M+NH4]+"
"1_TG(14:0_16:0_18:4)+NH4","17795",632345.94,"TG","[M+NH4]+"
"1_TG(12:0_14:0_22:4)+NH4","17795",353151.82,"TG","[M+NH4]+"
"1_TG(12:0_16:0_20:4)+NH4","17795",745144.94,"TG","[M+NH4]+"
"1_TG(12:0_18:0_18:4)+NH4","17795",412915.388,"TG","[M+NH4]+"
"1_TG(12:0_18:2_18:2)+NH4","170",4799487.49,"TG","[M+NH4]+"
"1_TG(12:0_18:2_18:2)+NH4","17795",442768.04,"TG","[M+NH4]+"
"1_TG(10:0_16:0_22:4)+NH4","17795",257860.224,"TG","[M+NH4]+"
"1_TG(10:0_18:2_20:2)+NH4","170",3278776.827,"TG","[M+NH4]+"
"1_TG(10:0_18:0_20:4)+NH4","17795",386442.492,"TG","[M+NH4]+"
"1_TG(15:1_16:1_17:2)+NH4","170",404167.919,"TG","[M+NH4]+"
"1_TG(14:1_14:1_20:2)+NH4","170",283327.474,"TG","[M+NH4]+"
"1_TG(14:0_14:1_20:3)+NH4","170",623371.18,"TG","[M+NH4]+"
"1_TG(14:0_14:1_20:3)+NH4","17795",353526.79,"TG","[M+NH4]+"
"1_TG(14:0_16:1_18:3)+NH4","170",1797238.99,"TG","[M+NH4]+"
"1_TG(14:0_16:1_18:3)+NH4","17795",875329.94,"TG","[M+NH4]+"
"1_TG(14:0_17:2_17:2)+NH4","170",359140.325,"TG","[M+NH4]+"
"1_TG(14:1_16:1_18:2)+NH4","170",3856292.49,"TG","[M+NH4]+"
"1_TG(14:1_16:1_18:2)+NH4","17795",589071.54,"TG","[M+NH4]+"
"1_TG(14:1_16:0_18:3)+NH4","170",1555103.89,"TG","[M+NH4]+"
"1_TG(14:1_16:0_18:3)+NH4","17795",943777.24,"TG","[M+NH4]+"
"1_TG(12:0_16:1_20:3)+NH4","170",1965043.28,"TG","[M+NH4]+"
"1_TG(12:0_16:1_20:3)+NH4","17795",329059.79,"TG","[M+NH4]+"
"1_TG(12:0_18:1_18:3)+NH4","170",3345146.19,"TG","[M+NH4]+"
"1_TG(12:0_18:1_18:3)+NH4","17795",878609.24,"TG","[M+NH4]+"
"1_TG(10:0_18:3_20:1)+NH4","170",1139477.261,"TG","[M+NH4]+"
"1_TG(10:0_18:1_20:3)+NH4","170",766096.933,"TG","[M+NH4]+"
"1_TG(10:0_18:1_20:3)+NH4","17795",193067.194,"TG","[M+NH4]+"
"1_TG(15:1_15:1_18:1)+NH4","74",4692426.275,"TG","[M+NH4]+"
"1_TG(15:0_15:1_18:2)+NH4","74",9726874.744,"TG","[M+NH4]+"
"1_TG(15:1_16:1_17:1)+NH4","74",2944925.054,"TG","[M+NH4]+"
"1_TG(15:1_16:0_17:2)+NH4","74",3029633.835,"TG","[M+NH4]+"
"1_TG(14:0_14:0_20:3)+NH4","74",2470492.972,"TG","[M+NH4]+"
"1_TG(14:0_14:1_20:2)+NH4","74",4644008.74,"TG","[M+NH4]+"
"1_TG(14:0_16:1_18:2)+NH4","74",14842984.5,"TG","[M+NH4]+"
"1_TG(14:0_16:0_18:3)+NH4","74",5359897.25,"TG","[M+NH4]+"
"1_TG(14:0_17:1_17:2)+NH4","74",2487062.839,"TG","[M+NH4]+"
"1_TG(14:1_16:0_18:2)+NH4","74",14755542.5,"TG","[M+NH4]+"
"1_TG(14:1_17:1_17:1)+NH4","74",2306047.279,"TG","[M+NH4]+"
"1_TG(12:0_16:1_20:2)+NH4","74",6540849.74,"TG","[M+NH4]+"
"1_TG(12:0_16:0_20:3)+NH4","74",6610451.972,"TG","[M+NH4]+"
"1_TG(12:0_18:0_18:3)+NH4","74",3754029.596,"TG","[M+NH4]+"
"1_TG(12:0_18:1_18:2)+NH4","74",17864748.5,"TG","[M+NH4]+"
"1_TG(10:0_18:2_20:1)+NH4","74",9735450.923,"TG","[M+NH4]+"
"1_TG(10:0_18:1_20:2)+NH4","74",4705253.653,"TG","[M+NH4]+"
"1_TG(10:0_18:0_20:3)+NH4","74",147224.231,"TG","[M+NH4]+"
"1_TG(16:1_16:1_16:1)+NH4","74",2928625.5,"TG","[M+NH4]+"
"1_TG(15:0_15:0_18:3)+NH4","74",157163.719,"TG","[M+NH4]+"
"1_TG(15:0_16:1_17:2)+NH4","74",2945397.529,"TG","[M+NH4]+"
"1_TG(14:1_14:1_20:1)+NH4","74",2311585.01,"TG","[M+NH4]+"
"1_TG(14:1_16:1_18:1)+NH4","74",9644292.5,"TG","[M+NH4]+"
"1_TG(15:1_15:1_18:0)+NH4","45",1004737.042,"TG","[M+NH4]+"
"1_TG(15:1_16:0_17:1)+NH4","45",16423289.092,"TG","[M+NH4]+"
"1_TG(14:0_14:0_20:2)+NH4","45",12980639.05,"TG","[M+NH4]+"
"1_TG(14:0_16:0_18:2)+NH4","45",44990977.2,"TG","[M+NH4]+"
"1_TG(14:0_17:1_17:1)+NH4","45",12958067.15,"TG","[M+NH4]+"
"1_TG(12:0_16:0_20:2)+NH4","45",18197804.05,"TG","[M+NH4]+"
"1_TG(12:0_18:0_18:2)+NH4","45",18646590.1,"TG","[M+NH4]+"
"1_TG(10:0_18:0_20:2)+NH4","45",1041129.502,"TG","[M+NH4]+"
"1_TG(16:0_16:1_16:1)+NH4","45",19564022.2,"TG","[M+NH4]+"
"1_TG(15:0_15:0_18:2)+NH4","45",16186300.71,"TG","[M+NH4]+"
"1_TG(15:0_16:1_17:1)+NH4","45",3453175.66,"TG","[M+NH4]+"
"1_TG(15:0_15:1_18:1)+NH4","45",5647797.652,"TG","[M+NH4]+"
"1_TG(15:1_16:1_17:0)+NH4","45",3417407.102,"TG","[M+NH4]+"
"1_TG(14:0_14:1_20:1)+NH4","45",14255007.24,"TG","[M+NH4]+"
"1_TG(14:0_16:1_18:1)+NH4","45",21450207.2,"TG","[M+NH4]+"
"1_TG(14:1_16:1_18:0)+NH4","45",5441532.1,"TG","[M+NH4]+"
"1_TG(14:1_16:0_18:1)+NH4","45",23052874.2,"TG","[M+NH4]+"
"1_TG(14:1_17:0_17:1)+NH4","45",1561962.11,"TG","[M+NH4]+"
"1_TG(13:0_15:1_20:1)+NH4","45",282697.169,"TG","[M+NH4]+"
"1_TG(13:0_15:0_20:2)+NH4","45",327602.547,"TG","[M+NH4]+"
"1_TG(13:0_17:1_18:1)+NH4","45",5622452.137,"TG","[M+NH4]+"
"1_TG(13:0_17:0_18:2)+NH4","45",16157340.147,"TG","[M+NH4]+"
"1_TG(12:0_16:1_20:1)+NH4","45",5182785.24,"TG","[M+NH4]+"
"1_TG(12:0_18:1_18:1)+NH4","45",7367587.2,"TG","[M+NH4]+"
"1_TG(10:0_18:1_20:1)+NH4","45",5637452.792,"TG","[M+NH4]+"
"1_TG(16:0_16:0_16:1)+NH4","46",18126532.8,"TG","[M+NH4]+"
"1_TG(15:0_16:0_17:1)+NH4","46",15168939.24,"TG","[M+NH4]+"
"1_TG(14:0_14:0_20:1)+NH4","46",7678969.75,"TG","[M+NH4]+"
"1_TG(14:0_14:1_20:0)+NH4","46",7792176.241,"TG","[M+NH4]+"
"1_TG(14:0_16:1_18:0)+NH4","46",11526827.2,"TG","[M+NH4]+"
"1_TG(14:0_16:0_18:1)+NH4","46",33397064.8,"TG","[M+NH4]+"
"1_TG(14:0_17:0_17:1)+NH4","46",7679077.72,"TG","[M+NH4]+"
"1_TG(14:1_16:0_18:0)+NH4","46",16065405.7,"TG","[M+NH4]+"
"1_TG(13:0_17:1_18:0)+NH4","46",1014474.363,"TG","[M+NH4]+"
"1_TG(12:0_14:0_22:1)+NH4","46",8036213.076,"TG","[M+NH4]+"
"1_TG(12:0_16:1_20:0)+NH4","46",3596978.841,"TG","[M+NH4]+"
"1_TG(12:0_16:0_20:1)+NH4","46",15512234.85,"TG","[M+NH4]+"
"1_TG(12:0_18:0_18:1)+NH4","46",12212500.3,"TG","[M+NH4]+"
"1_TG(10:0_16:0_22:1)+NH4","46",15083290.19,"TG","[M+NH4]+"
"1_TG(10:0_18:1_20:0)+NH4","46",10986347.955,"TG","[M+NH4]+"
"1_TG(10:0_18:0_20:1)+NH4","46",1031366.364,"TG","[M+NH4]+"
"1_TG(15:0_15:0_18:1)+NH4","46",11044847.75,"TG","[M+NH4]+"
"1_TG(15:0_16:1_17:0)+NH4","46",3278601.18,"TG","[M+NH4]+"
"1_TG(14:1_17:0_17:0)+NH4","46",312916.73,"TG","[M+NH4]+"
"1_TG(13:0_13:0_22:1)+NH4","46",152451.649,"TG","[M+NH4]+"
"1_TG(13:0_15:0_20:1)+NH4","46",256024.373,"TG","[M+NH4]+"
"1_TG(13:0_17:0_18:1)+NH4","46",10994373.903,"TG","[M+NH4]+"
"1_TG(16:0_16:0_16:0)+NH4","108",10255839.27,"TG","[M+NH4]+"
"1_TG(14:0_14:0_20:0)+NH4","108",737352.54,"TG","[M+NH4]+"
"1_TG(14:0_16:0_18:0)+NH4","108",11877854.87,"TG","[M+NH4]+"
"1_TG(12:0_12:0_24:0)+NH4","108",87906.812,"TG","[M+NH4]+"
"1_TG(12:0_14:0_22:0)+NH4","108",776357.452,"TG","[M+NH4]+"
"1_TG(12:0_16:0_20:0)+NH4","108",10311038.88,"TG","[M+NH4]+"
"1_TG(12:0_18:0_18:0)+NH4","108",1022741.21,"TG","[M+NH4]+"
"1_TG(15:0_15:0_18:0)+NH4","108",989024.54,"TG","[M+NH4]+"
"1_TG(15:0_16:0_17:0)+NH4","108",10281499.56,"TG","[M+NH4]+"
"1_TG(14:0_17:0_17:0)+NH4","108",741529.89,"TG","[M+NH4]+"
"1_TG(15:1_16:0_18:2)+NH4","290",1804156.71,"TG","[M+NH4]+"
"1_TG(15:1_17:1_17:1)+NH4","290",658691.71,"TG","[M+NH4]+"
"1_TG(14:0_15:1_20:2)+NH4","290",596198.647,"TG","[M+NH4]+"
"1_TG(14:0_17:1_18:2)+NH4","290",2099135.41,"TG","[M+NH4]+"
"1_TG(12:0_17:1_20:2)+NH4","290",473607.817,"TG","[M+NH4]+"
"1_TG(16:1_16:1_17:1)+NH4","290",1049428.91,"TG","[M+NH4]+"
"1_TG(16:0_16:1_17:2)+NH4","290",961564.99,"TG","[M+NH4]+"
"1_TG(15:0_16:1_18:2)+NH4","290",2482830.71,"TG","[M+NH4]+"
"1_TG(15:0_16:0_18:3)+NH4","290",1214815.21,"TG","[M+NH4]+"
"1_TG(15:0_17:1_17:2)+NH4","290",1086539.09,"TG","[M+NH4]+"
"1_TG(15:1_16:1_18:1)+NH4","290",1143744.81,"TG","[M+NH4]+"
"1_TG(15:1_17:0_17:2)+NH4","290",318350.98,"TG","[M+NH4]+"
"1_TG(14:0_15:0_20:3)+NH4","290",994242.5,"TG","[M+NH4]+"
"1_TG(14:0_17:2_18:1)+NH4","290",757586.09,"TG","[M+NH4]+"
"1_TG(14:0_17:0_18:3)+NH4","290",741605.8,"TG","[M+NH4]+"
"1_TG(14:1_15:0_20:2)+NH4","290",666188.747,"TG","[M+NH4]+"
"1_TG(14:1_17:2_18:0)+NH4","290",125297.936,"TG","[M+NH4]+"
"1_TG(14:1_17:1_18:1)+NH4","290",830039.61,"TG","[M+NH4]+"
"1_TG(14:1_17:0_18:2)+NH4","290",1400937.4,"TG","[M+NH4]+"
"1_TG(13:0_16:1_20:2)+NH4","290",834563.947,"TG","[M+NH4]+"
"1_TG(13:0_16:0_20:3)+NH4","290",553933.8,"TG","[M+NH4]+"
"1_TG(13:0_18:0_18:3)+NH4","290",546923.356,"TG","[M+NH4]+"
"1_TG(13:0_18:1_18:2)+NH4","290",1838543.11,"TG","[M+NH4]+"
"1_TG(12:0_17:0_20:3)+NH4","290",103463.56,"TG","[M+NH4]+"
"1_TG(16:0_16:0_17:2)+NH4","196",2271411.28,"TG","[M+NH4]+"
"1_TG(16:0_16:1_17:1)+NH4","196",3697338.82,"TG","[M+NH4]+"
"1_TG(15:0_16:0_18:2)+NH4","196",6529553.02,"TG","[M+NH4]+"
"1_TG(15:0_17:1_17:1)+NH4","196",2666622.42,"TG","[M+NH4]+"
"1_TG(15:1_15:1_19:0)+NH4","196",572502.743,"TG","[M+NH4]+"
"1_TG(15:1_16:1_18:0)+NH4","196",1385534.9,"TG","[M+NH4]+"
"1_TG(15:1_16:0_18:1)+NH4","196",4024235.72,"TG","[M+NH4]+"
"1_TG(15:1_17:0_17:1)+NH4","196",1546579.32,"TG","[M+NH4]+"
"1_TG(14:0_15:0_20:2)+NH4","196",2492623.544,"TG","[M+NH4]+"
"1_TG(14:0_17:2_18:0)+NH4","196",604899.86,"TG","[M+NH4]+"
"1_TG(14:0_17:1_18:1)+NH4","196",2485711.22,"TG","[M+NH4]+"
"1_TG(14:0_17:0_18:2)+NH4","196",3196770.02,"TG","[M+NH4]+"
"1_TG(14:1_17:1_18:0)+NH4","196",775607.01,"TG","[M+NH4]+"
"1_TG(13:0_16:0_20:2)+NH4","196",2340040.944,"TG","[M+NH4]+"
"1_TG(13:0_18:0_18:2)+NH4","196",2526642,"TG","[M+NH4]+"
"1_TG(12:0_17:0_20:2)+NH4","196",368080.474,"TG","[M+NH4]+"
"1_TG(12:0_18:2_19:0)+NH4","196",2414795.573,"TG","[M+NH4]+"
"1_TG(16:1_16:1_17:0)+NH4","196",1140676.62,"TG","[M+NH4]+"
"1_TG(15:0_16:1_18:1)+NH4","196",4052531.42,"TG","[M+NH4]+"
"1_TG(15:0_17:0_17:2)+NH4","196",2332764.48,"TG","[M+NH4]+"
"1_TG(14:1_16:1_19:0)+NH4","196",869758.253,"TG","[M+NH4]+"
"1_TG(14:1_17:0_18:1)+NH4","196",1648345.03,"TG","[M+NH4]+"
"1_TG(13:0_17:2_19:0)+NH4","196",189967.503,"TG","[M+NH4]+"
"1_TG(13:0_18:1_18:1)+NH4","196",1418896.22,"TG","[M+NH4]+"
"1_TG(16:0_16:0_17:1)+NH4","135",6125455.39,"TG","[M+NH4]+"
"1_TG(15:1_16:0_18:0)+NH4","135",5322538.45,"TG","[M+NH4]+"
"1_TG(14:0_17:1_18:0)+NH4","135",1689729.59,"TG","[M+NH4]+"
"1_TG(16:0_16:1_17:0)+NH4","135",6208774.09,"TG","[M+NH4]+"
"1_TG(15:0_16:1_18:0)+NH4","135",3357636.59,"TG","[M+NH4]+"
"1_TG(15:0_16:0_18:1)+NH4","135",11931300.29,"TG","[M+NH4]+"
"1_TG(15:0_17:0_17:1)+NH4","135",4637553.19,"TG","[M+NH4]+"
"1_TG(15:0_17:0_17:1)+NH4","375",67703.96,"TG","[M+NH4]+"
"1_TG(15:0_15:1_19:0)+NH4","135",2901161.698,"TG","[M+NH4]+"
"1_TG(15:1_17:0_17:0)+NH4","135",844082.95,"TG","[M+NH4]+"
"1_TG(14:0_15:0_20:1)+NH4","135",3353085.095,"TG","[M+NH4]+"
"1_TG(14:0_16:1_19:0)+NH4","135",839573.738,"TG","[M+NH4]+"
"1_TG(14:0_17:0_18:1)+NH4","135",5273404.99,"TG","[M+NH4]+"
"1_TG(14:1_16:0_19:0)+NH4","135",5151701.206,"TG","[M+NH4]+"
"1_TG(14:1_17:0_18:0)+NH4","135",1011868.758,"TG","[M+NH4]+"
"1_TG(13:0_16:0_20:1)+NH4","135",5172669.855,"TG","[M+NH4]+"
"1_TG(13:0_17:1_19:0)+NH4","135",1087937.598,"TG","[M+NH4]+"
"1_TG(13:0_18:0_18:1)+NH4","135",4241852.25,"TG","[M+NH4]+"
"1_TG(12:0_17:0_20:1)+NH4","135",849507.043,"TG","[M+NH4]+"
"1_TG(12:0_18:1_19:0)+NH4","135",4058521.886,"TG","[M+NH4]+"
"1_TG(16:0_16:0_17:0)+NH4","228",4827975.91,"TG","[M+NH4]+"
"1_TG(15:0_16:0_18:0)+NH4","228",4947431.91,"TG","[M+NH4]+"
"1_TG(14:0_14:0_21:0)+NH4","228",148753.34,"TG","[M+NH4]+"
"1_TG(14:0_15:0_20:0)+NH4","228",938209.2,"TG","[M+NH4]+"
"1_TG(14:0_16:0_19:0)+NH4","228",3387543.42,"TG","[M+NH4]+"
"1_TG(14:0_17:0_18:0)+NH4","228",2704401.51,"TG","[M+NH4]+"
"1_TG(13:0_16:0_20:0)+NH4","228",3224304.635,"TG","[M+NH4]+"
"1_TG(13:0_18:0_18:0)+NH4","228",972677.945,"TG","[M+NH4]+"
"1_TG(12:0_14:0_23:0)+NH4","228",151845.807,"TG","[M+NH4]+"
"1_TG(12:0_16:0_21:0)+NH4","228",3225741.925,"TG","[M+NH4]+"
"1_TG(12:0_17:0_20:0)+NH4","228",1651856.785,"TG","[M+NH4]+"
"1_TG(12:0_18:0_19:0)+NH4","228",1030067.005,"TG","[M+NH4]+"
"1_TG(15:0_15:0_19:0)+NH4","228",865205.82,"TG","[M+NH4]+"
"1_TG(15:0_17:0_17:0)+NH4","228",2425948.91,"TG","[M+NH4]+"
"1_TG(13:0_13:0_23:0)+NH4","228",29195.057,"TG","[M+NH4]+"
"1_TG(13:0_15:0_21:0)+NH4","228",821374.775,"TG","[M+NH4]+"
"1_TG(13:0_17:0_19:0)+NH4","228",1696823.855,"TG","[M+NH4]+"
"1_TG(14:0_18:2_18:4)+NH4","704",302457.472,"TG","[M+NH4]+"
"1_TG(12:0_18:2_20:4)+NH4","704",229722.282,"TG","[M+NH4]+"
"1_TG(16:1_16:1_18:4)+NH4","704",167566.432,"TG","[M+NH4]+"
"1_TG(14:0_14:1_22:5)+NH4","704",119856.079,"TG","[M+NH4]+"
"1_TG(14:0_16:1_20:5)+NH4","704",117521.322,"TG","[M+NH4]+"
"1_TG(14:0_18:3_18:3)+NH4","704",201029.842,"TG","[M+NH4]+"
"1_TG(14:1_16:1_20:4)+NH4","704",180120.392,"TG","[M+NH4]+"
"1_TG(14:1_16:0_20:5)+NH4","704",40677.583,"TG","[M+NH4]+"
"1_TG(14:1_18:1_18:4)+NH4","704",178070.082,"TG","[M+NH4]+"
"1_TG(14:1_18:2_18:3)+NH4","704",232008.532,"TG","[M+NH4]+"
"1_TG(12:0_16:1_22:5)+NH4","704",63309.119,"TG","[M+NH4]+"
"1_TG(12:0_18:3_20:3)+NH4","704",146331.027,"TG","[M+NH4]+"
"1_TG(12:0_18:1_20:5)+NH4","704",42735.822,"TG","[M+NH4]+"
"1_TG(10:0_18:1_22:5)+NH4","704",29928.673,"TG","[M+NH4]+"
"1_TG(10:0_20:3_20:3)+NH4","704",13957.591,"TG","[M+NH4]+"
"1_TG(16:0_16:1_18:4)+NH4","167",1199757.5,"TG","[M+NH4]+"
"1_TG(15:1_15:1_20:3)+NH4","167",103756.001,"TG","[M+NH4]+"
"1_TG(15:1_17:2_18:2)+NH4","167",1558636.058,"TG","[M+NH4]+"
"1_TG(15:1_17:1_18:3)+NH4","167",1814862.051,"TG","[M+NH4]+"
"1_TG(14:0_14:0_22:5)+NH4","167",1278543.56,"TG","[M+NH4]+"
"1_TG(14:0_14:1_22:4)+NH4","167",1698086.73,"TG","[M+NH4]+"
"1_TG(14:0_16:1_20:4)+NH4","167",1850715.8,"TG","[M+NH4]+"
"1_TG(14:0_16:0_20:5)+NH4","167",1509626.96,"TG","[M+NH4]+"
"1_TG(14:0_18:1_18:4)+NH4","167",1883373.9,"TG","[M+NH4]+"
"1_TG(14:0_18:2_18:3)+NH4","167",4505103.3,"TG","[M+NH4]+"
"1_TG(14:1_16:0_20:4)+NH4","167",957749.6,"TG","[M+NH4]+"
"1_TG(14:1_18:0_18:4)+NH4","167",977944.335,"TG","[M+NH4]+"
"1_TG(14:1_18:2_18:2)+NH4","167",1998983.5,"TG","[M+NH4]+"
"1_TG(12:0_16:1_22:4)+NH4","167",521490.81,"TG","[M+NH4]+"
"1_TG(12:0_16:0_22:5)+NH4","167",399245.44,"TG","[M+NH4]+"
"1_TG(12:0_18:4_20:1)+NH4","167",585918.164,"TG","[M+NH4]+"
"1_TG(12:0_18:3_20:2)+NH4","167",1864418.372,"TG","[M+NH4]+"
"1_TG(12:0_18:2_20:3)+NH4","167",1657458.78,"TG","[M+NH4]+"
"1_TG(12:0_18:1_20:4)+NH4","167",464770.08,"TG","[M+NH4]+"
"1_TG(12:0_18:0_20:5)+NH4","167",111217.875,"TG","[M+NH4]+"
"1_TG(10:0_18:4_22:1)+NH4","167",537882.357,"TG","[M+NH4]+"
"1_TG(10:0_18:3_22:2)+NH4","167",1813223.46,"TG","[M+NH4]+"
"1_TG(10:0_18:1_22:4)+NH4","167",225973.227,"TG","[M+NH4]+"
"1_TG(10:0_18:0_22:5)+NH4","167",91264.492,"TG","[M+NH4]+"
"1_TG(10:0_20:1_20:4)+NH4","167",257742.481,"TG","[M+NH4]+"
"1_TG(10:0_20:2_20:3)+NH4","167",107201.989,"TG","[M+NH4]+"
"1_TG(16:1_16:1_18:3)+NH4","167",2216640.6,"TG","[M+NH4]+"
"1_TG(16:1_17:2_17:2)+NH4","167",458971.157,"TG","[M+NH4]+"
"1_TG(14:1_16:1_20:3)+NH4","167",951773.3,"TG","[M+NH4]+"
"1_TG(14:1_18:1_18:3)+NH4","167",2413472.1,"TG","[M+NH4]+"
"1_TG(15:1_15:1_20:2)+NH4","60",249768.125,"TG","[M+NH4]+"
"1_TG(15:1_17:1_18:2)+NH4","60",13033925.962,"TG","[M+NH4]+"
"1_TG(14:0_14:0_22:4)+NH4","60",7845334.456,"TG","[M+NH4]+"
"1_TG(14:0_16:0_20:4)+NH4","60",9250858.676,"TG","[M+NH4]+"
"1_TG(14:0_18:2_18:2)+NH4","60",20649135.5,"TG","[M+NH4]+"
"1_TG(12:0_16:0_22:4)+NH4","60",1680543.666,"TG","[M+NH4]+"
"1_TG(12:0_18:2_20:2)+NH4","60",13112846.61,"TG","[M+NH4]+"
"1_TG(12:0_18:0_20:4)+NH4","60",290265.905,"TG","[M+NH4]+"
"1_TG(16:0_17:2_17:2)+NH4","60",1635150.54,"TG","[M+NH4]+"
"1_TG(16:1_16:1_18:2)+NH4","60",17036977.5,"TG","[M+NH4]+"
"1_TG(16:0_16:1_18:3)+NH4","60",8783448.5,"TG","[M+NH4]+"
"1_TG(16:1_17:1_17:2)+NH4","60",4257300.277,"TG","[M+NH4]+"
"1_TG(15:0_15:0_20:4)+NH4","60",226889.959,"TG","[M+NH4]+"
"1_TG(15:0_17:2_18:2)+NH4","60",13042929.823,"TG","[M+NH4]+"
"1_TG(15:0_17:1_18:3)+NH4","60",3380063.52,"TG","[M+NH4]+"
"1_TG(15:0_15:1_20:3)+NH4","60",421231.108,"TG","[M+NH4]+"
"1_TG(15:1_17:2_18:1)+NH4","60",2599895.265,"TG","[M+NH4]+"
"1_TG(14:1_14:1_22:2)+NH4","60",1186303.659,"TG","[M+NH4]+"
"1_TG(14:0_16:1_20:3)+NH4","60",12055861.1,"TG","[M+NH4]+"
"1_TG(14:0_18:1_18:3)+NH4","60",13357288.5,"TG","[M+NH4]+"
"1_TG(14:1_16:1_20:2)+NH4","60",5220464.1,"TG","[M+NH4]+"
"1_TG(14:1_16:0_20:3)+NH4","60",2774657.8,"TG","[M+NH4]+"
"1_TG(14:1_18:0_18:3)+NH4","60",4333141.219,"TG","[M+NH4]+"
"1_TG(14:1_18:1_18:2)+NH4","60",16344154.2,"TG","[M+NH4]+"
"1_TG(12:0_18:3_20:1)+NH4","60",3440813.51,"TG","[M+NH4]+"
"1_TG(12:0_18:1_20:3)+NH4","60",2838212.31,"TG","[M+NH4]+"
"1_TG(16:0_16:0_18:3)+NH4","18",21639086.8,"TG","[M+NH4]+"
"1_TG(16:0_17:1_17:2)+NH4","18",19904147.43,"TG","[M+NH4]+"
"1_TG(16:0_16:1_18:2)+NH4","18",76807781.8,"TG","[M+NH4]+"
"1_TG(16:1_17:1_17:1)+NH4","18",19077929.62,"TG","[M+NH4]+"
"1_TG(15:1_15:1_20:1)+NH4","18",656954.31,"TG","[M+NH4]+"
"1_TG(15:0_17:1_18:2)+NH4","18",39303827.75,"TG","[M+NH4]+"
"1_TG(15:0_15:1_20:2)+NH4","18",732447.57,"TG","[M+NH4]+"
"1_TG(15:1_17:2_18:0)+NH4","18",798536.47,"TG","[M+NH4]+"
"1_TG(15:1_17:1_18:1)+NH4","18",21401573.78,"TG","[M+NH4]+"
"1_TG(14:0_14:1_22:2)+NH4","18",19017678.253,"TG","[M+NH4]+"
"1_TG(14:0_16:1_20:2)+NH4","18",37054605.28,"TG","[M+NH4]+"
"1_TG(14:0_16:0_20:3)+NH4","18",38000675.3,"TG","[M+NH4]+"
"1_TG(14:0_18:0_18:3)+NH4","18",20534599.5,"TG","[M+NH4]+"
"1_TG(14:0_18:1_18:2)+NH4","18",77894891.8,"TG","[M+NH4]+"
"1_TG(14:1_16:0_20:2)+NH4","18",20329837.38,"TG","[M+NH4]+"
"1_TG(14:1_18:0_18:2)+NH4","18",39795606.6,"TG","[M+NH4]+"
"1_TG(12:0_16:1_22:2)+NH4","18",19058222.213,"TG","[M+NH4]+"
