Plasmenyl-TG,[M+NH4]+,NL R2COOH,NL R3COOH
plasmenyl-TG(P-16:0_16:1_20:2)+NH4,858.791,587.5397,533.4928
plasmenyl-TG(P-16:0_16:1_20:3)+NH4,856.7754,585.5241,533.4928
plasmenyl-TG(P-16:0_16:1_20:4)+NH4,854.7597,583.5084,533.4928
plasmenyl-TG(P-16:0_16:1_20:5)+NH4,852.7441,581.4928,533.4928
plasmenyl-TG(P-16:0_16:1_21:0)+NH4,876.838,605.5867,533.4928
plasmenyl-TG(P-16:0_16:1_22:0)+NH4,890.8536,619.6023,533.4928
plasmenyl-TG(P-16:0_16:1_22:1)+NH4,888.838,617.5867,533.4928
plasmenyl-TG(P-16:0_16:1_22:2)+NH4,886.8223,615.571,533.4928
plasmenyl-TG(P-16:0_16:1_22:3)+NH4,884.8067,613.5554,533.4928
plasmenyl-TG(P-16:0_16:1_22:4)+NH4,882.791,611.5397,533.4928
plasmenyl-TG(P-16:0_16:1_22:5)+NH4,880.7754,609.5241,533.4928
plasmenyl-TG(P-16:0_16:1_22:6)+NH4,878.7597,607.5084,533.4928
plasmenyl-TG(P-16:0_16:1_23:0)+NH4,904.8693,633.618,533.4928
plasmenyl-TG(P-16:0_16:1_24:0)+NH4,918.8849,647.6336,533.4928
plasmenyl-TG(P-16:0_16:1_24:1)+NH4,916.8693,645.618,533.4928
plasmenyl-TG(P-16:0_16:1_25:0)+NH4,932.9006,661.6493,533.4928
plasmenyl-TG(P-16:0_16:1_26:0)+NH4,946.9162,675.6649,533.4928
plasmenyl-TG(P-16:0_17:0_17:0)+NH4,836.8067,549.5241,549.5241
plasmenyl-TG(P-16:0_17:0_17:1)+NH4,834.791,547.5084,549.5241
plasmenyl-TG(P-16:0_17:0_17:2)+NH4,832.7754,545.4928,549.5241
plasmenyl-TG(P-16:0_17:0_18:0)+NH4,850.8223,563.5397,549.5241
plasmenyl-TG(P-16:0_17:0_18:1)+NH4,848.8067,561.5241,549.5241
plasmenyl-TG(P-16:0_17:0_18:2)+NH4,846.791,559.5084,549.5241
plasmenyl-TG(P-16:0_17:0_18:3)+NH4,844.7754,557.4928,549.5241
plasmenyl-TG(P-16:0_17:0_18:4)+NH4,842.7597,555.4771,549.5241
plasmenyl-TG(P-16:0_17:0_19:0)+NH4,864.838,577.5554,549.5241
plasmenyl-TG(P-16:0_17:0_20:0)+NH4,878.8536,591.571,549.5241
plasmenyl-TG(P-16:0_17:0_20:1)+NH4,876.838,589.5554,549.5241
plasmenyl-TG(P-16:0_17:0_20:2)+NH4,874.8223,587.5397,549.5241
plasmenyl-TG(P-16:0_17:0_20:3)+NH4,872.8067,585.5241,549.5241
plasmenyl-TG(P-16:0_17:0_20:4)+NH4,870.791,583.5084,549.5241
plasmenyl-TG(P-16:0_17:0_20:5)+NH4,868.7754,581.4928,549.5241
plasmenyl-TG(P-16:0_17:0_21:0)+NH4,892.8693,605.5867,549.5241
plasmenyl-TG(P-16:0_17:0_22:0)+NH4,906.8849,619.6023,549.5241
plasmenyl-TG(P-16:0_17:0_22:1)+NH4,904.8693,617.5867,549.5241
plasmenyl-TG(P-16:0_17:0_22:2)+NH4,902.8536,615.571,549.5241
plasmenyl-TG(P-16:0_17:0_22:3)+NH4,900.838,613.5554,549.5241
plasmenyl-TG(P-16:0_17:0_22:4)+NH4,898.8223,611.5397,549.5241
plasmenyl-TG(P-16:0_17:0_22:5)+NH4,896.8067,609.5241,549.5241
plasmenyl-TG(P-16:0_17:0_22:6)+NH4,894.791,607.5084,549.5241
plasmenyl-TG(P-16:0_17:0_23:0)+NH4,920.9006,633.618,549.5241
plasmenyl-TG(P-16:0_17:0_24:0)+NH4,934.9162,647.6336,549.5241
plasmenyl-TG(P-16:0_17:0_24:1)+NH4,932.9006,645.618,549.5241
plasmenyl-TG(P-16:0_17:0_25:0)+NH4,948.9319,661.6493,549.5241
plasmenyl-TG(P-16:0_17:0_26:0)+NH4,962.9475,675.6649,549.5241
plasmenyl-TG(P-16:0_17:1_17:1)+NH4,832.7753,547.5084,547.5084
plasmenyl-TG(P-16:0_17:1_17:2)+NH4,830.7597,545.4928,547.5084
plasmenyl-TG(P-16:0_17:1_18:0)+NH4,848.8066,563.5397,547.5084
plasmenyl-TG(P-16:0_17:1_18:1)+NH4,846.791,561.5241,547.5084
plasmenyl-TG(P-16:0_17:1_18:2)+NH4,844.7753,559.5084,547.5084
plasmenyl-TG(P-16:0_17:1_18:3)+NH4,842.7597,557.4928,547.5084
plasmenyl-TG(P-16:0_17:1_18:4)+NH4,840.744,555.4771,547.5084
plasmenyl-TG(P-16:0_17:1_19:0)+NH4,862.8223,577.5554,547.5084
plasmenyl-TG(P-16:0_17:1_20:0)+NH4,876.8379,591.571,547.5084
plasmenyl-TG(P-16:0_17:1_20:1)+NH4,874.8223,589.5554,547.5084
plasmenyl-TG(P-16:0_17:1_20:2)+NH4,872.8066,587.5397,547.5084
plasmenyl-TG(P-16:0_17:1_20:3)+NH4,870.791,585.5241,547.5084
plasmenyl-TG(P-16:0_17:1_20:4)+NH4,868.7753,583.5084,547.5084
plasmenyl-TG(P-16:0_17:1_20:5)+NH4,866.7597,581.4928,547.5084
plasmenyl-TG(P-16:0_17:1_21:0)+NH4,890.8536,605.5867,547.5084
plasmenyl-TG(P-16:0_17:1_22:0)+NH4,904.8692,619.6023,547.5084
plasmenyl-TG(P-16:0_17:1_22:1)+NH4,902.8536,617.5867,547.5084
plasmenyl-TG(P-16:0_17:1_22:2)+NH4,900.8379,615.571,547.5084
plasmenyl-TG(P-16:0_17:1_22:3)+NH4,898.8223,613.5554,547.5084
plasmenyl-TG(P-16:0_17:1_22:4)+NH4,896.8066,611.5397,547.5084
plasmenyl-TG(P-16:0_17:1_22:5)+NH4,894.791,609.5241,547.5084
plasmenyl-TG(P-16:0_17:1_22:6)+NH4,892.7753,607.5084,547.5084
plasmenyl-TG(P-16:0_17:1_23:0)+NH4,918.8849,633.618,547.5084
plasmenyl-TG(P-16:0_17:1_24:0)+NH4,932.9005,647.6336,547.5084
plasmenyl-TG(P-16:0_17:1_24:1)+NH4,930.8849,645.618,547.5084
plasmenyl-TG(P-16:0_17:1_25:0)+NH4,946.9162,661.6493,547.5084
plasmenyl-TG(P-16:0_17:1_26:0)+NH4,960.9318,675.6649,547.5084
plasmenyl-TG(P-16:0_17:2_17:2)+NH4,828.7441,545.4928,545.4928
plasmenyl-TG(P-16:0_17:2_18:0)+NH4,846.791,563.5397,545.4928
plasmenyl-TG(P-16:0_17:2_18:1)+NH4,844.7754,561.5241,545.4928
plasmenyl-TG(P-16:0_17:2_18:2)+NH4,842.7597,559.5084,545.4928
plasmenyl-TG(P-16:0_17:2_18:3)+NH4,840.7441,557.4928,545.4928
plasmenyl-TG(P-16:0_17:2_18:4)+NH4,838.7284,555.4771,545.4928
plasmenyl-TG(P-16:0_17:2_19:0)+NH4,860.8067,577.5554,545.4928
plasmenyl-TG(P-16:0_17:2_20:0)+NH4,874.8223,591.571,545.4928
plasmenyl-TG(P-16:0_17:2_20:1)+NH4,872.8067,589.5554,545.4928
plasmenyl-TG(P-16:0_17:2_20:2)+NH4,870.791,587.5397,545.4928
plasmenyl-TG(P-16:0_17:2_20:3)+NH4,868.7754,585.5241,545.4928
plasmenyl-TG(P-16:0_17:2_20:4)+NH4,866.7597,583.5084,545.4928
plasmenyl-TG(P-16:0_17:2_20:5)+NH4,864.7441,581.4928,545.4928
plasmenyl-TG(P-16:0_17:2_21:0)+NH4,888.838,605.5867,545.4928
plasmenyl-TG(P-16:0_17:2_22:0)+NH4,902.8536,619.6023,545.4928
plasmenyl-TG(P-16:0_17:2_22:1)+NH4,900.838,617.5867,545.4928
plasmenyl-TG(P-16:0_17:2_22:2)+NH4,898.8223,615.571,545.4928
plasmenyl-TG(P-16:0_17:2_22:3)+NH4,896.8067,613.5554,545.4928
plasmenyl-TG(P-16:0_17:2_22:4)+NH4,894.791,611.5397,545.4928
plasmenyl-TG(P-16:0_17:2_22:5)+NH4,892.7754,609.5241,545.4928
plasmenyl-TG(P-16:0_17:2_22:6)+NH4,890.7597,607.5084,545.4928
plasmenyl-TG(P-16:0_17:2_23:0)+NH4,916.8693,633.618,545.4928
plasmenyl-TG(P-16:0_17:2_24:0)+NH4,930.8849,647.6336,545.4928
plasmenyl-TG(P-16:0_17:2_24:1)+NH4,928.8693,645.618,545.4928
plasmenyl-TG(P-16:0_17:2_25:0)+NH4,944.9006,661.6493,545.4928
plasmenyl-TG(P-16:0_17:2_26:0)+NH4,958.9162,675.6649,545.4928
plasmenyl-TG(P-16:0_18:0_18:0)+NH4,864.8379,563.5397,563.5397
plasmenyl-TG(P-16:0_18:0_18:1)+NH4,862.8223,561.5241,563.5397
plasmenyl-TG(P-16:0_18:0_18:2)+NH4,860.8066,559.5084,563.5397
plasmenyl-TG(P-16:0_18:0_18:3)+NH4,858.791,557.4928,563.5397
plasmenyl-TG(P-16:0_18:0_18:4)+NH4,856.7753,555.4771,563.5397
plasmenyl-TG(P-16:0_18:0_19:0)+NH4,878.8536,577.5554,563.5397
plasmenyl-TG(P-16:0_18:0_20:0)+NH4,892.8692,591.571,563.5397
plasmenyl-TG(P-16:0_18:0_20:1)+NH4,890.8536,589.5554,563.5397
plasmenyl-TG(P-16:0_18:0_20:2)+NH4,888.8379,587.5397,563.5397
plasmenyl-TG(P-16:0_18:0_20:3)+NH4,886.8223,585.5241,563.5397
plasmenyl-TG(P-16:0_18:0_20:4)+NH4,884.8066,583.5084,563.5397
plasmenyl-TG(P-16:0_18:0_20:5)+NH4,882.791,581.4928,563.5397
plasmenyl-TG(P-16:0_18:0_21:0)+NH4,906.8849,605.5867,563.5397
plasmenyl-TG(P-16:0_18:0_22:0)+NH4,920.9005,619.6023,563.5397
plasmenyl-TG(P-16:0_18:0_22:1)+NH4,918.8849,617.5867,563.5397
plasmenyl-TG(P-16:0_18:0_22:2)+NH4,916.8692,615.571,563.5397
plasmenyl-TG(P-16:0_18:0_22:3)+NH4,914.8536,613.5554,563.5397
plasmenyl-TG(P-16:0_18:0_22:4)+NH4,912.8379,611.5397,563.5397
plasmenyl-TG(P-16:0_18:0_22:5)+NH4,910.8223,609.5241,563.5397
plasmenyl-TG(P-16:0_18:0_22:6)+NH4,908.8066,607.5084,563.5397
plasmenyl-TG(P-16:0_18:0_23:0)+NH4,934.9162,633.618,563.5397
plasmenyl-TG(P-16:0_18:0_24:0)+NH4,948.9318,647.6336,563.5397
plasmenyl-TG(P-16:0_18:0_24:1)+NH4,946.9162,645.618,563.5397
plasmenyl-TG(P-16:0_18:0_25:0)+NH4,962.9475,661.6493,563.5397
plasmenyl-TG(P-16:0_18:0_26:0)+NH4,976.9631,675.6649,563.5397
plasmenyl-TG(P-16:0_18:1_18:1)+NH4,860.8067,561.5241,561.5241
plasmenyl-TG(P-16:0_18:1_18:2)+NH4,858.791,559.5084,561.5241
plasmenyl-TG(P-16:0_18:1_18:3)+NH4,856.7754,557.4928,561.5241
plasmenyl-TG(P-16:0_18:1_18:4)+NH4,854.7597,555.4771,561.5241
plasmenyl-TG(P-16:0_18:1_19:0)+NH4,876.838,577.5554,561.5241
plasmenyl-TG(P-16:0_18:1_20:0)+NH4,890.8536,591.571,561.5241
plasmenyl-TG(P-16:0_18:1_20:1)+NH4,888.838,589.5554,561.5241
plasmenyl-TG(P-16:0_18:1_20:2)+NH4,886.8223,587.5397,561.5241
plasmenyl-TG(P-16:0_18:1_20:3)+NH4,884.8067,585.5241,561.5241
plasmenyl-TG(P-16:0_18:1_20:4)+NH4,882.791,583.5084,561.5241
plasmenyl-TG(P-16:0_18:1_20:5)+NH4,880.7754,581.4928,561.5241
plasmenyl-TG(P-16:0_18:1_21:0)+NH4,904.8693,605.5867,561.5241
plasmenyl-TG(P-16:0_18:1_22:0)+NH4,918.8849,619.6023,561.5241
plasmenyl-TG(P-16:0_18:1_22:1)+NH4,916.8693,617.5867,561.5241
plasmenyl-TG(P-16:0_18:1_22:2)+NH4,914.8536,615.571,561.5241
plasmenyl-TG(P-16:0_18:1_22:3)+NH4,912.838,613.5554,561.5241
plasmenyl-TG(P-16:0_18:1_22:4)+NH4,910.8223,611.5397,561.5241
plasmenyl-TG(P-16:0_18:1_22:5)+NH4,908.8067,609.5241,561.5241
plasmenyl-TG(P-16:0_18:1_22:6)+NH4,906.791,607.5084,561.5241
plasmenyl-TG(P-16:0_18:1_23:0)+NH4,932.9006,633.618,561.5241
plasmenyl-TG(P-16:0_18:1_24:0)+NH4,946.9162,647.6336,561.5241
plasmenyl-TG(P-16:0_18:1_24:1)+NH4,944.9006,645.618,561.5241
plasmenyl-TG(P-16:0_18:1_25:0)+NH4,960.9319,661.6493,561.5241
plasmenyl-TG(P-16:0_18:1_26:0)+NH4,974.9475,675.6649,561.5241
plasmenyl-TG(P-16:0_18:2_18:2)+NH4,856.7753,559.5084,559.5084
plasmenyl-TG(P-16:0_18:2_18:3)+NH4,854.7597,557.4928,559.5084
plasmenyl-TG(P-16:0_18:2_18:4)+NH4,852.744,555.4771,559.5084
plasmenyl-TG(P-16:0_18:2_19:0)+NH4,874.8223,577.5554,559.5084
plasmenyl-TG(P-16:0_18:2_20:0)+NH4,888.8379,591.571,559.5084
plasmenyl-TG(P-16:0_18:2_20:1)+NH4,886.8223,589.5554,559.5084
plasmenyl-TG(P-16:0_18:2_20:2)+NH4,884.8066,587.5397,559.5084
plasmenyl-TG(P-16:0_18:2_20:3)+NH4,882.791,585.5241,559.5084
plasmenyl-TG(P-16:0_18:2_20:4)+NH4,880.7753,583.5084,559.5084
plasmenyl-TG(P-16:0_18:2_20:5)+NH4,878.7597,581.4928,559.5084
plasmenyl-TG(P-16:0_18:2_21:0)+NH4,902.8536,605.5867,559.5084
plasmenyl-TG(P-16:0_18:2_22:0)+NH4,916.8692,619.6023,559.5084
plasmenyl-TG(P-16:0_18:2_22:1)+NH4,914.8536,617.5867,559.5084
plasmenyl-TG(P-16:0_18:2_22:2)+NH4,912.8379,615.571,559.5084
plasmenyl-TG(P-16:0_18:2_22:3)+NH4,910.8223,613.5554,559.5084
plasmenyl-TG(P-16:0_18:2_22:4)+NH4,908.8066,611.5397,559.5084
plasmenyl-TG(P-16:0_18:2_22:5)+NH4,906.791,609.5241,559.5084
plasmenyl-TG(P-16:0_18:2_22:6)+NH4,904.7753,607.5084,559.5084
plasmenyl-TG(P-16:0_18:2_23:0)+NH4,930.8849,633.618,559.5084
plasmenyl-TG(P-16:0_18:2_24:0)+NH4,944.9005,647.6336,559.5084
plasmenyl-TG(P-16:0_18:2_24:1)+NH4,942.8849,645.618,559.5084
plasmenyl-TG(P-16:0_18:2_25:0)+NH4,958.9162,661.6493,559.5084
plasmenyl-TG(P-16:0_18:2_26:0)+NH4,972.9318,675.6649,559.5084
plasmenyl-TG(P-16:0_18:3_18:3)+NH4,852.7441,557.4928,557.4928
plasmenyl-TG(P-16:0_18:3_18:4)+NH4,850.7284,555.4771,557.4928
plasmenyl-TG(P-16:0_18:3_19:0)+NH4,872.8067,577.5554,557.4928
plasmenyl-TG(P-16:0_18:3_20:0)+NH4,886.8223,591.571,557.4928
plasmenyl-TG(P-16:0_18:3_20:1)+NH4,884.8067,589.5554,557.4928
plasmenyl-TG(P-16:0_18:3_20:2)+NH4,882.791,587.5397,557.4928
plasmenyl-TG(P-16:0_18:3_20:3)+NH4,880.7754,585.5241,557.4928
plasmenyl-TG(P-16:0_18:3_20:4)+NH4,878.7597,583.5084,557.4928
plasmenyl-TG(P-16:0_18:3_20:5)+NH4,876.7441,581.4928,557.4928
plasmenyl-TG(P-16:0_18:3_21:0)+NH4,900.838,605.5867,557.4928
plasmenyl-TG(P-16:0_18:3_22:0)+NH4,914.8536,619.6023,557.4928
plasmenyl-TG(P-16:0_18:3_22:1)+NH4,912.838,617.5867,557.4928
plasmenyl-TG(P-16:0_18:3_22:2)+NH4,910.8223,615.571,557.4928
plasmenyl-TG(P-16:0_18:3_22:3)+NH4,908.8067,613.5554,557.4928
plasmenyl-TG(P-16:0_18:3_22:4)+NH4,906.791,611.5397,557.4928
plasmenyl-TG(P-16:0_18:3_22:5)+NH4,904.7754,609.5241,557.4928
plasmenyl-TG(P-16:0_18:3_22:6)+NH4,902.7597,607.5084,557.4928
plasmenyl-TG(P-16:0_18:3_23:0)+NH4,928.8693,633.618,557.4928
plasmenyl-TG(P-16:0_18:3_24:0)+NH4,942.8849,647.6336,557.4928
plasmenyl-TG(P-16:0_18:3_24:1)+NH4,940.8693,645.618,557.4928
plasmenyl-TG(P-16:0_18:3_25:0)+NH4,956.9006,661.6493,557.4928
plasmenyl-TG(P-16:0_18:3_26:0)+NH4,970.9162,675.6649,557.4928
plasmenyl-TG(P-16:0_18:4_18:4)+NH4,848.7127,555.4771,555.4771
plasmenyl-TG(P-16:0_18:4_19:0)+NH4,870.791,577.5554,555.4771
plasmenyl-TG(P-16:0_18:4_20:0)+NH4,884.8066,591.571,555.4771
plasmenyl-TG(P-16:0_18:4_20:1)+NH4,882.791,589.5554,555.4771
plasmenyl-TG(P-16:0_18:4_20:2)+NH4,880.7753,587.5397,555.4771
plasmenyl-TG(P-16:0_18:4_20:3)+NH4,878.7597,585.5241,555.4771
plasmenyl-TG(P-16:0_18:4_20:4)+NH4,876.744,583.5084,555.4771
plasmenyl-TG(P-16:0_18:4_20:5)+NH4,874.7284,581.4928,555.4771
plasmenyl-TG(P-16:0_18:4_21:0)+NH4,898.8223,605.5867,555.4771
plasmenyl-TG(P-16:0_18:4_22:0)+NH4,912.8379,619.6023,555.4771
plasmenyl-TG(P-16:0_18:4_22:1)+NH4,910.8223,617.5867,555.4771
plasmenyl-TG(P-16:0_18:4_22:2)+NH4,908.8066,615.571,555.4771
plasmenyl-TG(P-16:0_18:4_22:3)+NH4,906.791,613.5554,555.4771
plasmenyl-TG(P-16:0_18:4_22:4)+NH4,904.7753,611.5397,555.4771
plasmenyl-TG(P-16:0_18:4_22:5)+NH4,902.7597,609.5241,555.4771
plasmenyl-TG(P-16:0_18:4_22:6)+NH4,900.744,607.5084,555.4771
plasmenyl-TG(P-16:0_18:4_23:0)+NH4,926.8536,633.618,555.4771
plasmenyl-TG(P-16:0_18:4_24:0)+NH4,940.8692,647.6336,555.4771
plasmenyl-TG(P-16:0_18:4_24:1)+NH4,938.8536,645.618,555.4771
plasmenyl-TG(P-16:0_18:4_25:0)+NH4,954.8849,661.6493,555.4771
plasmenyl-TG(P-16:0_18:4_26:0)+NH4,968.9005,675.6649,555.4771
plasmenyl-TG(P-16:0_19:0_19:0)+NH4,892.8693,577.5554,577.5554
plasmenyl-TG(P-16:0_19:0_20:0)+NH4,906.8849,591.571,577.5554
plasmenyl-TG(P-16:0_19:0_20:1)+NH4,904.8693,589.5554,577.5554
plasmenyl-TG(P-16:0_19:0_20:2)+NH4,902.8536,587.5397,577.5554
plasmenyl-TG(P-16:0_19:0_20:3)+NH4,900.838,585.5241,577.5554
plasmenyl-TG(P-16:0_19:0_20:4)+NH4,898.8223,583.5084,577.5554
plasmenyl-TG(P-16:0_19:0_20:5)+NH4,896.8067,581.4928,577.5554
plasmenyl-TG(P-16:0_19:0_21:0)+NH4,920.9006,605.5867,577.5554
plasmenyl-TG(P-16:0_19:0_22:0)+NH4,934.9162,619.6023,577.5554
plasmenyl-TG(P-16:0_19:0_22:1)+NH4,932.9006,617.5867,577.5554
plasmenyl-TG(P-16:0_19:0_22:2)+NH4,930.8849,615.571,577.5554
plasmenyl-TG(P-16:0_19:0_22:3)+NH4,928.8693,613.5554,577.5554
plasmenyl-TG(P-16:0_19:0_22:4)+NH4,926.8536,611.5397,577.5554
plasmenyl-TG(P-16:0_19:0_22:5)+NH4,924.838,609.5241,577.5554
plasmenyl-TG(P-16:0_19:0_22:6)+NH4,922.8223,607.5084,577.5554
plasmenyl-TG(P-16:0_19:0_23:0)+NH4,948.9319,633.618,577.5554
plasmenyl-TG(P-16:0_19:0_24:0)+NH4,962.9475,647.6336,577.5554
plasmenyl-TG(P-16:0_19:0_24:1)+NH4,960.9319,645.618,577.5554
plasmenyl-TG(P-16:0_19:0_25:0)+NH4,976.9632,661.6493,577.5554
plasmenyl-TG(P-16:0_19:0_26:0)+NH4,990.9788,675.6649,577.5554
plasmenyl-TG(P-16:0_20:0_20:0)+NH4,920.9005,591.571,591.571
plasmenyl-TG(P-16:0_20:0_20:1)+NH4,918.8849,589.5554,591.571
plasmenyl-TG(P-16:0_20:0_20:2)+NH4,916.8692,587.5397,591.571
plasmenyl-TG(P-16:0_20:0_20:3)+NH4,914.8536,585.5241,591.571
plasmenyl-TG(P-16:0_20:0_20:4)+NH4,912.8379,583.5084,591.571
plasmenyl-TG(P-16:0_20:0_20:5)+NH4,910.8223,581.4928,591.571
plasmenyl-TG(P-16:0_20:0_21:0)+NH4,934.9162,605.5867,591.571
plasmenyl-TG(P-16:0_20:0_22:0)+NH4,948.9318,619.6023,591.571
plasmenyl-TG(P-16:0_20:0_22:1)+NH4,946.9162,617.5867,591.571
plasmenyl-TG(P-16:0_20:0_22:2)+NH4,944.9005,615.571,591.571
plasmenyl-TG(P-16:0_20:0_22:3)+NH4,942.8849,613.5554,591.571
plasmenyl-TG(P-16:0_20:0_22:4)+NH4,940.8692,611.5397,591.571
plasmenyl-TG(P-16:0_20:0_22:5)+NH4,938.8536,609.5241,591.571
plasmenyl-TG(P-16:0_20:0_22:6)+NH4,936.8379,607.5084,591.571
plasmenyl-TG(P-16:0_20:0_23:0)+NH4,962.9475,633.618,591.571
plasmenyl-TG(P-16:0_20:0_24:0)+NH4,976.9631,647.6336,591.571
plasmenyl-TG(P-16:0_20:0_24:1)+NH4,974.9475,645.618,591.571
plasmenyl-TG(P-16:0_20:0_25:0)+NH4,990.9788,661.6493,591.571
plasmenyl-TG(P-16:0_20:0_26:0)+NH4,1004.9944,675.6649,591.571
plasmenyl-TG(P-16:0_20:1_20:1)+NH4,916.8693,589.5554,589.5554
plasmenyl-TG(P-16:0_20:1_20:2)+NH4,914.8536,587.5397,589.5554
plasmenyl-TG(P-16:0_20:1_20:3)+NH4,912.838,585.5241,589.5554
plasmenyl-TG(P-16:0_20:1_20:4)+NH4,910.8223,583.5084,589.5554
plasmenyl-TG(P-16:0_20:1_20:5)+NH4,908.8067,581.4928,589.5554
plasmenyl-TG(P-16:0_20:1_21:0)+NH4,932.9006,605.5867,589.5554
plasmenyl-TG(P-16:0_20:1_22:0)+NH4,946.9162,619.6023,589.5554
plasmenyl-TG(P-16:0_20:1_22:1)+NH4,944.9006,617.5867,589.5554
plasmenyl-TG(P-16:0_20:1_22:2)+NH4,942.8849,615.571,589.5554
plasmenyl-TG(P-16:0_20:1_22:3)+NH4,940.8693,613.5554,589.5554
plasmenyl-TG(P-16:0_20:1_22:4)+NH4,938.8536,611.5397,589.5554
plasmenyl-TG(P-16:0_20:1_22:5)+NH4,936.838,609.5241,589.5554
plasmenyl-TG(P-16:0_20:1_22:6)+NH4,934.8223,607.5084,589.5554
plasmenyl-TG(P-16:0_20:1_23:0)+NH4,960.9319,633.618,589.5554
plasmenyl-TG(P-16:0_20:1_24:0)+NH4,974.9475,647.6336,589.5554
plasmenyl-TG(P-16:0_20:1_24:1)+NH4,972.9319,645.618,589.5554
plasmenyl-TG(P-16:0_20:1_25:0)+NH4,988.9632,661.6493,589.5554
plasmenyl-TG(P-16:0_20:1_26:0)+NH4,1002.9788,675.6649,589.5554
plasmenyl-TG(P-16:0_20:2_20:2)+NH4,912.8379,587.5397,587.5397
plasmenyl-TG(P-16:0_20:2_20:3)+NH4,910.8223,585.5241,587.5397
plasmenyl-TG(P-16:0_20:2_20:4)+NH4,908.8066,583.5084,587.5397
plasmenyl-TG(P-16:0_20:2_20:5)+NH4,906.791,581.4928,587.5397
plasmenyl-TG(P-16:0_20:2_21:0)+NH4,930.8849,605.5867,587.5397
plasmenyl-TG(P-16:0_20:2_22:0)+NH4,944.9005,619.6023,587.5397
plasmenyl-TG(P-16:0_20:2_22:1)+NH4,942.8849,617.5867,587.5397
plasmenyl-TG(P-16:0_20:2_22:2)+NH4,940.8692,615.571,587.5397
plasmenyl-TG(P-16:0_20:2_22:3)+NH4,938.8536,613.5554,587.5397
plasmenyl-TG(P-16:0_20:2_22:4)+NH4,936.8379,611.5397,587.5397
plasmenyl-TG(P-16:0_20:2_22:5)+NH4,934.8223,609.5241,587.5397
plasmenyl-TG(P-16:0_20:2_22:6)+NH4,932.8066,607.5084,587.5397
plasmenyl-TG(P-16:0_20:2_23:0)+NH4,958.9162,633.618,587.5397
plasmenyl-TG(P-16:0_20:2_24:0)+NH4,972.9318,647.6336,587.5397
plasmenyl-TG(P-16:0_20:2_24:1)+NH4,970.9162,645.618,587.5397
plasmenyl-TG(P-16:0_20:2_25:0)+NH4,986.9475,661.6493,587.5397
plasmenyl-TG(P-16:0_20:2_26:0)+NH4,1000.9631,675.6649,587.5397
plasmenyl-TG(P-16:0_20:3_20:3)+NH4,908.8067,585.5241,585.5241
plasmenyl-TG(P-16:0_20:3_20:4)+NH4,906.791,583.5084,585.5241
plasmenyl-TG(P-16:0_20:3_20:5)+NH4,904.7754,581.4928,585.5241
plasmenyl-TG(P-16:0_20:3_21:0)+NH4,928.8693,605.5867,585.5241
plasmenyl-TG(P-16:0_20:3_22:0)+NH4,942.8849,619.6023,585.5241
plasmenyl-TG(P-16:0_20:3_22:1)+NH4,940.8693,617.5867,585.5241
plasmenyl-TG(P-16:0_20:3_22:2)+NH4,938.8536,615.571,585.5241
plasmenyl-TG(P-16:0_20:3_22:3)+NH4,936.838,613.5554,585.5241
plasmenyl-TG(P-16:0_20:3_22:4)+NH4,934.8223,611.5397,585.5241
plasmenyl-TG(P-16:0_20:3_22:5)+NH4,932.8067,609.5241,585.5241
plasmenyl-TG(P-16:0_20:3_22:6)+NH4,930.791,607.5084,585.5241
plasmenyl-TG(P-16:0_20:3_23:0)+NH4,956.9006,633.618,585.5241
plasmenyl-TG(P-16:0_20:3_24:0)+NH4,970.9162,647.6336,585.5241
plasmenyl-TG(P-16:0_20:3_24:1)+NH4,968.9006,645.618,585.5241
plasmenyl-TG(P-16:0_20:3_25:0)+NH4,984.9319,661.6493,585.5241
plasmenyl-TG(P-16:0_20:3_26:0)+NH4,998.9475,675.6649,585.5241
plasmenyl-TG(P-16:0_20:4_20:4)+NH4,904.7753,583.5084,583.5084
plasmenyl-TG(P-16:0_20:4_20:5)+NH4,902.7597,581.4928,583.5084
plasmenyl-TG(P-16:0_20:4_21:0)+NH4,926.8536,605.5867,583.5084
plasmenyl-TG(P-16:0_20:4_22:0)+NH4,940.8692,619.6023,583.5084
plasmenyl-TG(P-16:0_20:4_22:1)+NH4,938.8536,617.5867,583.5084
plasmenyl-TG(P-16:0_20:4_22:2)+NH4,936.8379,615.571,583.5084
plasmenyl-TG(P-16:0_20:4_22:3)+NH4,934.8223,613.5554,583.5084
plasmenyl-TG(P-16:0_20:4_22:4)+NH4,932.8066,611.5397,583.5084
plasmenyl-TG(P-16:0_20:4_22:5)+NH4,930.791,609.5241,583.5084
plasmenyl-TG(P-16:0_20:4_22:6)+NH4,928.7753,607.5084,583.5084
plasmenyl-TG(P-16:0_20:4_23:0)+NH4,954.8849,633.618,583.5084
plasmenyl-TG(P-16:0_20:4_24:0)+NH4,968.9005,647.6336,583.5084
plasmenyl-TG(P-16:0_20:4_24:1)+NH4,966.8849,645.618,583.5084
plasmenyl-TG(P-16:0_20:4_25:0)+NH4,982.9162,661.6493,583.5084
plasmenyl-TG(P-16:0_20:4_26:0)+NH4,996.9318,675.6649,583.5084
plasmenyl-TG(P-16:0_20:5_20:5)+NH4,900.7441,581.4928,581.4928
plasmenyl-TG(P-16:0_20:5_21:0)+NH4,924.838,605.5867,581.4928
