Ganglioside,[M-H]-,Ceramide,M-NeuAc-H,M-Cer-C6H10O5,ion_C11H16NO8
Galbeta1-4GlcNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1881.97028,536.5045,1590.87487,698.55732,290.08814
Galbeta1-4GlcNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1910.00158,564.53578,1618.90617,726.5886,290.08814
Galbeta1-4GlcNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1938.032881,592.56706,1646.937471,754.61988,290.08814
Galbeta1-4GlcNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1966.064181,620.59834,1674.968771,782.65116,290.08814
Galbeta1-4GlcNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1994.095481,648.62962,1703.000071,810.68244,290.08814
Galbeta1-4GlcNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2022.126781,676.6609,1731.031371,838.71372,290.08814
Galbeta1-4GlcNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1992.079831,646.61398,1700.984421,808.6668,290.08814
Galbeta1-4GlcNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2020.111131,674.64526,1729.015721,836.69808,290.08814
NeuGcalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1532.832999,536.5045,1241.737589,698.55732,290.08814
NeuGcalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1560.864299,564.53578,1269.768889,726.5886,290.08814
NeuGcalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1588.895599,592.56706,1297.800189,754.61988,290.08814
NeuGcalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1616.926899,620.59834,1325.831489,782.65116,290.08814
NeuGcalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1644.958199,648.62962,1353.862789,810.68244,290.08814
NeuGcalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1672.9895,676.6609,1381.89409,838.71372,290.08814
NeuGcalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1642.942549,646.61398,1351.847139,808.6668,290.08814
NeuGcalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1670.97385,674.64526,1379.87844,836.69808,290.08814
GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1735.912372,536.5045,1444.816962,698.55732,290.08814
GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1763.943672,564.53578,1472.848262,726.5886,290.08814
GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1791.974972,592.56706,1500.879562,754.61988,290.08814
GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1820.006272,620.59834,1528.910862,782.65116,290.08814
GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1848.037572,648.62962,1556.942162,810.68244,290.08814
GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1876.068872,676.6609,1584.973462,838.71372,290.08814
GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1846.021922,646.61398,1554.926512,808.6668,290.08814
GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1874.053222,674.64526,1582.957812,836.69808,290.08814
NeuAcalpha2-3Galbeta1-3(Fucalpha1-4)-HGalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1662.895993,536.5045,1371.800583,698.55732,290.08814
NeuAcalpha2-3Galbeta1-3(Fucalpha1-4)-HGalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1690.927293,564.53578,1399.831883,726.5886,290.08814
NeuAcalpha2-3Galbeta1-3(Fucalpha1-4)-HGalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1718.958593,592.56706,1427.863183,754.61988,290.08814
NeuAcalpha2-3Galbeta1-3(Fucalpha1-4)-HGalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1746.989894,620.59834,1455.894484,782.65116,290.08814
NeuAcalpha2-3Galbeta1-3(Fucalpha1-4)-HGalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1775.021194,648.62962,1483.925784,810.68244,290.08814
NeuAcalpha2-3Galbeta1-3(Fucalpha1-4)-HGalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1803.052494,676.6609,1511.957084,838.71372,290.08814
NeuAcalpha2-3Galbeta1-3(Fucalpha1-4)-HGalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1773.005544,646.61398,1481.910134,808.6668,290.08814
NeuAcalpha2-3Galbeta1-3(Fucalpha1-4)-HGalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1801.036844,674.64526,1509.941434,836.69808,290.08814
alNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1166.692978,536.5045,875.597568,698.55732,290.08814
alNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1194.724278,564.53578,903.6288681,726.5886,290.08814
alNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1222.755578,592.56706,931.6601682,754.61988,290.08814
alNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1250.786878,620.59834,959.6914684,782.65116,290.08814
alNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1278.818179,648.62962,987.7227685,810.68244,290.08814
alNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1306.849479,676.6609,1015.754069,838.71372,290.08814
alNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1276.802528,646.61398,985.7071184,808.6668,290.08814
alNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1304.833829,674.64526,1013.738419,836.69808,290.08814
Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1532.832999,536.5045,1241.737589,698.55732,290.08814
Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1560.864299,564.53578,1269.768889,726.5886,290.08814
Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1588.895599,592.56706,1297.800189,754.61988,290.08814
Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1616.926899,620.59834,1325.831489,782.65116,290.08814
Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1644.958199,648.62962,1353.862789,810.68244,290.08814
Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1672.9895,676.6609,1381.89409,838.71372,290.08814
Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1642.942549,646.61398,1351.847139,808.6668,290.08814
Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1670.97385,674.64526,1379.87844,836.69808,290.08814
Fucalpha1-2Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1678.890908,536.5045,1387.795498,698.55732,290.08814
Fucalpha1-2Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1706.922208,564.53578,1415.826798,726.5886,290.08814
Fucalpha1-2Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1734.953508,592.56706,1443.858098,754.61988,290.08814
Fucalpha1-2Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1762.984808,620.59834,1471.889398,782.65116,290.08814
Fucalpha1-2Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1791.016108,648.62962,1499.920698,810.68244,290.08814
Fucalpha1-2Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1819.047408,676.6609,1527.951998,838.71372,290.08814
Fucalpha1-2Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1789.000458,646.61398,1497.905048,808.6668,290.08814
Fucalpha1-2Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1817.031758,674.64526,1525.936348,836.69808,290.08814
GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1719.917457,536.5045,1428.822047,698.55732,290.08814
GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1747.948757,564.53578,1456.853347,726.5886,290.08814
GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1775.980057,592.56706,1484.884647,754.61988,290.08814
GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1804.011357,620.59834,1512.915947,782.65116,290.08814
GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1832.042657,648.62962,1540.947247,810.68244,290.08814
GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1860.073958,676.6609,1568.978548,838.71372,290.08814
GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1830.027007,646.61398,1538.931597,808.6668,290.08814
GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1858.058307,674.64526,1566.962897,836.69808,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1922.996829,536.5045,1631.901419,698.55732,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1951.02813,564.53578,1659.93272,726.5886,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1979.05943,592.56706,1687.96402,754.61988,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2007.09073,620.59834,1715.99532,782.65116,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2035.12203,648.62962,1744.02662,810.68244,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2063.15333,676.6609,1772.05792,838.71372,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2033.10638,646.61398,1742.01097,808.6668,290.08814
GalNAcalpha1-3GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2061.13768,674.64526,1770.04227,836.69808,290.08814
Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1897.965195,536.5045,1606.869785,698.55732,290.08814
Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1925.996495,564.53578,1634.901085,726.5886,290.08814
Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1954.027795,592.56706,1662.932385,754.61988,290.08814
Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1982.059095,620.59834,1690.963685,782.65116,290.08814
Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2010.090395,648.62962,1718.994985,810.68244,290.08814
Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2038.121696,676.6609,1747.026286,838.71372,290.08814
Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2008.074745,646.61398,1716.979335,808.6668,290.08814
Galbeta1-3GalNAcbeta1-4(NeuGcalpha2-3)-HGalbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2036.106046,674.64526,1745.010636,836.69808,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1719.917457,536.5045,1428.822047,698.55732,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1747.948757,564.53578,1456.853347,726.5886,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1775.980057,592.56706,1484.884647,754.61988,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1804.011357,620.59834,1512.915947,782.65116,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1832.042657,648.62962,1540.947247,810.68244,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1860.073958,676.6609,1568.978548,838.71372,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1830.027007,646.61398,1538.931597,808.6668,290.08814
NeuAcalpha2-3Galbeta1-4GlcNAcbeta1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1858.058307,674.64526,1566.962897,836.69808,290.08814
GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4GlcNAcbeta1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1922.996829,536.5045,1631.901419,698.55732,290.08814
GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4GlcNAcbeta1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1951.02813,564.53578,1659.93272,726.5886,290.08814
GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4GlcNAcbeta1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1979.05943,592.56706,1687.96402,754.61988,290.08814
GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4GlcNAcbeta1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,2007.09073,620.59834,1715.99532,782.65116,290.08814
GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4GlcNAcbeta1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,2035.12203,648.62962,1744.02662,810.68244,290.08814
GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4GlcNAcbeta1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2063.15333,676.6609,1772.05792,838.71372,290.08814
GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4GlcNAcbeta1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,2033.10638,646.61398,1742.01097,808.6668,290.08814
GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4GlcNAcbeta1-3(GalNAcbeta1-4)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2061.13768,674.64526,1770.04227,836.69808,290.08814
Galalpha1-3(Fucalpha1-2)-HGalbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1824.948817,536.5045,1533.853407,698.55732,290.08814
Galalpha1-3(Fucalpha1-2)-HGalbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1852.980117,564.53578,1561.884707,726.5886,290.08814
Galalpha1-3(Fucalpha1-2)-HGalbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1881.011417,592.56706,1589.916007,754.61988,290.08814
Galalpha1-3(Fucalpha1-2)-HGalbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1909.042717,620.59834,1617.947307,782.65116,290.08814
Galalpha1-3(Fucalpha1-2)-HGalbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1937.074017,648.62962,1645.978607,810.68244,290.08814
Galalpha1-3(Fucalpha1-2)-HGalbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1965.105317,676.6609,1674.009907,838.71372,290.08814
Galalpha1-3(Fucalpha1-2)-HGalbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1935.058367,646.61398,1643.962957,808.6668,290.08814
Galalpha1-3(Fucalpha1-2)-HGalbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1963.089667,674.64526,1671.994257,836.69808,290.08814
Fucalpha1-3GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1865.975366,536.5045,1574.879956,698.55732,290.08814
Fucalpha1-3GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1894.006666,564.53578,1602.911256,726.5886,290.08814
Fucalpha1-3GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1922.037966,592.56706,1630.942556,754.61988,290.08814
Fucalpha1-3GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1950.069266,620.59834,1658.973856,782.65116,290.08814
Fucalpha1-3GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1978.100566,648.62962,1687.005156,810.68244,290.08814
Fucalpha1-3GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,2006.131866,676.6609,1715.036456,838.71372,290.08814
Fucalpha1-3GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1976.084916,646.61398,1684.989506,808.6668,290.08814
Fucalpha1-3GalNAcbeta1-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,2004.116216,674.64526,1713.020806,836.69808,290.08814
Galbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1313.758712,536.5045,1022.663302,698.55732,290.08814
Galbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1341.790012,564.53578,1050.694602,726.5886,290.08814
Galbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1369.821312,592.56706,1078.725902,754.61988,290.08814
Galbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1397.852612,620.59834,1106.757202,782.65116,290.08814
Galbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1425.883912,648.62962,1134.788502,810.68244,290.08814
Galbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1453.915212,676.6609,1162.819802,838.71372,290.08814
Galbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1423.868262,646.61398,1132.772852,808.6668,290.08814
Galbeta1-4(NeuAcalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1451.899562,674.64526,1160.804152,836.69808,290.08814
KDNalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1475.811535,536.5045,1184.716125,698.55732,290.08814
KDNalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1503.842835,564.53578,1212.747425,726.5886,290.08814
KDNalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1531.874136,592.56706,1240.778726,754.61988,290.08814
KDNalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1559.905436,620.59834,1268.810026,782.65116,290.08814
KDNalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1587.936736,648.62962,1296.841326,810.68244,290.08814
KDNalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1615.968036,676.6609,1324.872626,838.71372,290.08814
KDNalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1585.921086,646.61398,1294.825676,808.6668,290.08814
KDNalpha2-3Galbeta1-3GalNAcbeta1-4Galbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1613.952386,674.64526,1322.856976,836.69808,290.08814
Galbeta1-3GalNAcbeta1-4(KDNalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1475.811535,536.5045,1184.716125,698.55732,290.08814
Galbeta1-3GalNAcbeta1-4(KDNalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1503.842835,564.53578,1212.747425,726.5886,290.08814
Galbeta1-3GalNAcbeta1-4(KDNalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_20:0)-H,1531.874136,592.56706,1240.778726,754.61988,290.08814
Galbeta1-3GalNAcbeta1-4(KDNalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_22:0)-H,1559.905436,620.59834,1268.810026,782.65116,290.08814
Galbeta1-3GalNAcbeta1-4(KDNalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:0)-H,1587.936736,648.62962,1296.841326,810.68244,290.08814
Galbeta1-3GalNAcbeta1-4(KDNalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:0)-H,1615.968036,676.6609,1324.872626,838.71372,290.08814
Galbeta1-3GalNAcbeta1-4(KDNalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_24:1)-H,1585.921086,646.61398,1294.825676,808.6668,290.08814
Galbeta1-3GalNAcbeta1-4(KDNalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_26:1)-H,1613.952386,674.64526,1322.856976,836.69808,290.08814
GalNAcbeta1-4(KDNalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_16:0)-H,1313.758712,536.5045,1022.663302,698.55732,290.08814
GalNAcbeta1-4(KDNalpha2-3)-HGalbeta1-4Glcbeta-Cer(d18:1_18:0)-H,1341.790012,564.53578,1050.694602,726.5886,290.08814
