AcylGlcADG,[M+NH4]+,[M-SN3-C6H10O7+H]+,[C6H6O67+SN3+H]+,[SN2+C3H4O2+H]+,[SN1+C3H4O2+H]+,[SN3-H]+
AcylGlcADG(12:0_18:1_16:2)+NH4,966.7245,521.4564,411.2377,339.2894,257.2112,235.2067
AcylGlcADG(12:0_18:1_16:3)+NH4,964.7089,521.4564,409.2221,339.2894,257.2112,233.1911
AcylGlcADG(12:0_18:1_16:4)+NH4,962.6932,521.4564,407.2064,339.2894,257.2112,231.1754
AcylGlcADG(12:0_18:1_18:0)+NH4,998.7872,521.4564,443.3003,339.2894,257.2112,267.2693
AcylGlcADG(12:0_18:1_18:1)+NH4,996.7715,521.4564,441.2847,339.2894,257.2112,265.2537
AcylGlcADG(12:0_18:1_18:2)+NH4,994.7559,521.4564,439.269,339.2894,257.2112,263.238
AcylGlcADG(12:0_18:1_18:3)+NH4,992.7402,521.4564,437.2534,339.2894,257.2112,261.2224
AcylGlcADG(12:0_18:1_18:4)+NH4,990.7245,521.4564,435.2377,339.2894,257.2112,259.2067
AcylGlcADG(12:0_18:1_18:5)+NH4,988.7089,521.4564,433.2221,339.2894,257.2112,257.1911
AcylGlcADG(12:0_18:1_20:0)+NH4,1026.818,521.4564,471.3316,339.2894,257.2112,295.3006
AcylGlcADG(12:0_18:1_20:1)+NH4,1024.803,521.4564,469.316,339.2894,257.2112,293.285
AcylGlcADG(12:0_18:1_20:2)+NH4,1022.787,521.4564,467.3003,339.2894,257.2112,291.2693
AcylGlcADG(12:0_18:1_20:3)+NH4,1020.771,521.4564,465.2847,339.2894,257.2112,289.2537
AcylGlcADG(12:0_18:1_20:4)+NH4,1018.756,521.4564,463.269,339.2894,257.2112,287.238
AcylGlcADG(12:0_18:1_20:5)+NH4,1016.74,521.4564,461.2534,339.2894,257.2112,285.2224
AcylGlcADG(12:0_18:1_22:0)+NH4,1054.85,521.4564,499.3629,339.2894,257.2112,323.3319
AcylGlcADG(12:0_18:1_22:1)+NH4,1052.834,521.4564,497.3473,339.2894,257.2112,321.3163
AcylGlcADG(12:0_18:1_22:2)+NH4,1050.818,521.4564,495.3316,339.2894,257.2112,319.3006
AcylGlcADG(12:0_18:1_22:3)+NH4,1048.803,521.4564,493.316,339.2894,257.2112,317.285
AcylGlcADG(12:0_18:1_22:4)+NH4,1046.787,521.4564,491.3003,339.2894,257.2112,315.2693
AcylGlcADG(12:0_18:1_22:5)+NH4,1044.771,521.4564,489.2847,339.2894,257.2112,313.2537
AcylGlcADG(12:0_18:1_22:6)+NH4,1042.756,521.4564,487.269,339.2894,257.2112,311.238
AcylGlcADG(12:0_18:2_12:0)+NH4,912.6776,519.4408,359.2064,337.2737,257.2112,183.1754
AcylGlcADG(12:0_18:2_14:0)+NH4,940.7089,519.4408,387.2377,337.2737,257.2112,211.2067
AcylGlcADG(12:0_18:2_14:1)+NH4,938.6932,519.4408,385.2221,337.2737,257.2112,209.1911
AcylGlcADG(12:0_18:2_16:0)+NH4,968.7402,519.4408,415.269,337.2737,257.2112,239.238
AcylGlcADG(12:0_18:2_16:1)+NH4,966.7245,519.4408,413.2534,337.2737,257.2112,237.2224
AcylGlcADG(12:0_18:2_16:2)+NH4,964.7089,519.4408,411.2377,337.2737,257.2112,235.2067
AcylGlcADG(12:0_18:2_16:3)+NH4,962.6932,519.4408,409.2221,337.2737,257.2112,233.1911
AcylGlcADG(12:0_18:2_16:4)+NH4,960.6776,519.4408,407.2064,337.2737,257.2112,231.1754
AcylGlcADG(12:0_18:2_18:0)+NH4,996.7715,519.4408,443.3003,337.2737,257.2112,267.2693
AcylGlcADG(12:0_18:2_18:1)+NH4,994.7559,519.4408,441.2847,337.2737,257.2112,265.2537
AcylGlcADG(12:0_18:2_18:2)+NH4,992.7402,519.4408,439.269,337.2737,257.2112,263.238
AcylGlcADG(12:0_18:2_18:3)+NH4,990.7245,519.4408,437.2534,337.2737,257.2112,261.2224
AcylGlcADG(12:0_18:2_18:4)+NH4,988.7089,519.4408,435.2377,337.2737,257.2112,259.2067
AcylGlcADG(12:0_18:2_18:5)+NH4,986.6932,519.4408,433.2221,337.2737,257.2112,257.1911
AcylGlcADG(12:0_18:2_20:0)+NH4,1024.803,519.4408,471.3316,337.2737,257.2112,295.3006
AcylGlcADG(12:0_18:2_20:1)+NH4,1022.787,519.4408,469.316,337.2737,257.2112,293.285
AcylGlcADG(12:0_18:2_20:2)+NH4,1020.771,519.4408,467.3003,337.2737,257.2112,291.2693
AcylGlcADG(12:0_18:2_20:3)+NH4,1018.756,519.4408,465.2847,337.2737,257.2112,289.2537
AcylGlcADG(12:0_18:2_20:4)+NH4,1016.74,519.4408,463.269,337.2737,257.2112,287.238
AcylGlcADG(12:0_18:2_20:5)+NH4,1014.725,519.4408,461.2534,337.2737,257.2112,285.2224
AcylGlcADG(12:0_18:2_22:0)+NH4,1052.834,519.4408,499.3629,337.2737,257.2112,323.3319
AcylGlcADG(12:0_18:2_22:1)+NH4,1050.818,519.4408,497.3473,337.2737,257.2112,321.3163
AcylGlcADG(12:0_18:2_22:2)+NH4,1048.803,519.4408,495.3316,337.2737,257.2112,319.3006
AcylGlcADG(12:0_18:2_22:3)+NH4,1046.787,519.4408,493.316,337.2737,257.2112,317.285
AcylGlcADG(12:0_18:2_22:4)+NH4,1044.771,519.4408,491.3003,337.2737,257.2112,315.2693
AcylGlcADG(12:0_18:2_22:5)+NH4,1042.756,519.4408,489.2847,337.2737,257.2112,313.2537
AcylGlcADG(12:0_18:2_22:6)+NH4,1040.74,519.4408,487.269,337.2737,257.2112,311.238
AcylGlcADG(12:0_18:3_12:0)+NH4,910.6619,517.4251,359.2064,335.2581,257.2112,183.1754
AcylGlcADG(12:0_18:3_14:0)+NH4,938.6932,517.4251,387.2377,335.2581,257.2112,211.2067
AcylGlcADG(12:0_18:3_14:1)+NH4,936.6776,517.4251,385.2221,335.2581,257.2112,209.1911
AcylGlcADG(12:0_18:3_16:0)+NH4,966.7245,517.4251,415.269,335.2581,257.2112,239.238
AcylGlcADG(12:0_18:3_16:1)+NH4,964.7089,517.4251,413.2534,335.2581,257.2112,237.2224
AcylGlcADG(12:0_18:3_16:2)+NH4,962.6932,517.4251,411.2377,335.2581,257.2112,235.2067
AcylGlcADG(12:0_18:3_16:3)+NH4,960.6776,517.4251,409.2221,335.2581,257.2112,233.1911
AcylGlcADG(12:0_18:3_16:4)+NH4,958.6619,517.4251,407.2064,335.2581,257.2112,231.1754
AcylGlcADG(12:0_18:3_18:0)+NH4,994.7559,517.4251,443.3003,335.2581,257.2112,267.2693
AcylGlcADG(12:0_18:3_18:1)+NH4,992.7402,517.4251,441.2847,335.2581,257.2112,265.2537
AcylGlcADG(12:0_18:3_18:2)+NH4,990.7245,517.4251,439.269,335.2581,257.2112,263.238
AcylGlcADG(12:0_18:3_18:3)+NH4,988.7089,517.4251,437.2534,335.2581,257.2112,261.2224
AcylGlcADG(12:0_18:3_18:4)+NH4,986.6932,517.4251,435.2377,335.2581,257.2112,259.2067
AcylGlcADG(12:0_18:3_18:5)+NH4,984.6776,517.4251,433.2221,335.2581,257.2112,257.1911
AcylGlcADG(12:0_18:3_20:0)+NH4,1022.787,517.4251,471.3316,335.2581,257.2112,295.3006
AcylGlcADG(12:0_18:3_20:1)+NH4,1020.771,517.4251,469.316,335.2581,257.2112,293.285
AcylGlcADG(12:0_18:3_20:2)+NH4,1018.756,517.4251,467.3003,335.2581,257.2112,291.2693
AcylGlcADG(12:0_18:3_20:3)+NH4,1016.74,517.4251,465.2847,335.2581,257.2112,289.2537
AcylGlcADG(12:0_18:3_20:4)+NH4,1014.725,517.4251,463.269,335.2581,257.2112,287.238
AcylGlcADG(12:0_18:3_20:5)+NH4,1012.709,517.4251,461.2534,335.2581,257.2112,285.2224
AcylGlcADG(12:0_18:3_22:0)+NH4,1050.818,517.4251,499.3629,335.2581,257.2112,323.3319
AcylGlcADG(12:0_18:3_22:1)+NH4,1048.803,517.4251,497.3473,335.2581,257.2112,321.3163
AcylGlcADG(12:0_18:3_22:2)+NH4,1046.787,517.4251,495.3316,335.2581,257.2112,319.3006
AcylGlcADG(12:0_18:3_22:3)+NH4,1044.771,517.4251,493.316,335.2581,257.2112,317.285
AcylGlcADG(12:0_18:3_22:4)+NH4,1042.756,517.4251,491.3003,335.2581,257.2112,315.2693
AcylGlcADG(12:0_18:3_22:5)+NH4,1040.74,517.4251,489.2847,335.2581,257.2112,313.2537
AcylGlcADG(12:0_18:3_22:6)+NH4,1038.725,517.4251,487.269,335.2581,257.2112,311.238
AcylGlcADG(12:0_18:4_12:0)+NH4,908.6463,515.4095,359.2064,333.2424,257.2112,183.1754
AcylGlcADG(12:0_18:4_14:0)+NH4,936.6776,515.4095,387.2377,333.2424,257.2112,211.2067
AcylGlcADG(12:0_18:4_14:1)+NH4,934.6619,515.4095,385.2221,333.2424,257.2112,209.1911
AcylGlcADG(12:0_18:4_16:0)+NH4,964.7089,515.4095,415.269,333.2424,257.2112,239.238
AcylGlcADG(12:0_18:4_16:1)+NH4,962.6932,515.4095,413.2534,333.2424,257.2112,237.2224
AcylGlcADG(12:0_18:4_16:2)+NH4,960.6776,515.4095,411.2377,333.2424,257.2112,235.2067
AcylGlcADG(12:0_18:4_16:3)+NH4,958.6619,515.4095,409.2221,333.2424,257.2112,233.1911
AcylGlcADG(12:0_18:4_16:4)+NH4,956.6463,515.4095,407.2064,333.2424,257.2112,231.1754
AcylGlcADG(12:0_18:4_18:0)+NH4,992.7402,515.4095,443.3003,333.2424,257.2112,267.2693
AcylGlcADG(12:0_18:4_18:1)+NH4,990.7245,515.4095,441.2847,333.2424,257.2112,265.2537
AcylGlcADG(12:0_18:4_18:2)+NH4,988.7089,515.4095,439.269,333.2424,257.2112,263.238
AcylGlcADG(12:0_18:4_18:3)+NH4,986.6932,515.4095,437.2534,333.2424,257.2112,261.2224
AcylGlcADG(12:0_18:4_18:4)+NH4,984.6776,515.4095,435.2377,333.2424,257.2112,259.2067
AcylGlcADG(12:0_18:4_18:5)+NH4,982.6619,515.4095,433.2221,333.2424,257.2112,257.1911
AcylGlcADG(12:0_18:4_20:0)+NH4,1020.771,515.4095,471.3316,333.2424,257.2112,295.3006
AcylGlcADG(12:0_18:4_20:1)+NH4,1018.756,515.4095,469.316,333.2424,257.2112,293.285
AcylGlcADG(12:0_18:4_20:2)+NH4,1016.74,515.4095,467.3003,333.2424,257.2112,291.2693
AcylGlcADG(12:0_18:4_20:3)+NH4,1014.725,515.4095,465.2847,333.2424,257.2112,289.2537
AcylGlcADG(12:0_18:4_20:4)+NH4,1012.709,515.4095,463.269,333.2424,257.2112,287.238
AcylGlcADG(12:0_18:4_20:5)+NH4,1010.693,515.4095,461.2534,333.2424,257.2112,285.2224
AcylGlcADG(12:0_18:4_22:0)+NH4,1048.803,515.4095,499.3629,333.2424,257.2112,323.3319
AcylGlcADG(12:0_18:4_22:1)+NH4,1046.787,515.4095,497.3473,333.2424,257.2112,321.3163
AcylGlcADG(12:0_18:4_22:2)+NH4,1044.771,515.4095,495.3316,333.2424,257.2112,319.3006
AcylGlcADG(12:0_18:4_22:3)+NH4,1042.756,515.4095,493.316,333.2424,257.2112,317.285
AcylGlcADG(12:0_18:4_22:4)+NH4,1040.74,515.4095,491.3003,333.2424,257.2112,315.2693
AcylGlcADG(12:0_18:4_22:5)+NH4,1038.725,515.4095,489.2847,333.2424,257.2112,313.2537
AcylGlcADG(12:0_18:4_22:6)+NH4,1036.709,515.4095,487.269,333.2424,257.2112,311.238
AcylGlcADG(12:0_18:5_12:0)+NH4,906.6307,513.3939,359.2064,331.2268,257.2112,183.1754
AcylGlcADG(12:0_18:5_14:0)+NH4,934.6619,513.3939,387.2377,331.2268,257.2112,211.2067
AcylGlcADG(12:0_18:5_14:1)+NH4,932.6463,513.3939,385.2221,331.2268,257.2112,209.1911
AcylGlcADG(12:0_18:5_16:0)+NH4,962.6932,513.3939,415.269,331.2268,257.2112,239.238
AcylGlcADG(12:0_18:5_16:1)+NH4,960.6776,513.3939,413.2534,331.2268,257.2112,237.2224
AcylGlcADG(12:0_18:5_16:2)+NH4,958.6619,513.3939,411.2377,331.2268,257.2112,235.2067
AcylGlcADG(12:0_18:5_16:3)+NH4,956.6463,513.3939,409.2221,331.2268,257.2112,233.1911
AcylGlcADG(12:0_18:5_16:4)+NH4,954.6307,513.3939,407.2064,331.2268,257.2112,231.1754
AcylGlcADG(12:0_18:5_18:0)+NH4,990.7245,513.3939,443.3003,331.2268,257.2112,267.2693
AcylGlcADG(12:0_18:5_18:1)+NH4,988.7089,513.3939,441.2847,331.2268,257.2112,265.2537
AcylGlcADG(12:0_18:5_18:2)+NH4,986.6932,513.3939,439.269,331.2268,257.2112,263.238
AcylGlcADG(12:0_18:5_18:3)+NH4,984.6776,513.3939,437.2534,331.2268,257.2112,261.2224
AcylGlcADG(12:0_18:5_18:4)+NH4,982.6619,513.3939,435.2377,331.2268,257.2112,259.2067
AcylGlcADG(12:0_18:5_18:5)+NH4,980.6463,513.3939,433.2221,331.2268,257.2112,257.1911
AcylGlcADG(12:0_18:5_20:0)+NH4,1018.756,513.3939,471.3316,331.2268,257.2112,295.3006
AcylGlcADG(12:0_18:5_20:1)+NH4,1016.74,513.3939,469.316,331.2268,257.2112,293.285
AcylGlcADG(12:0_18:5_20:2)+NH4,1014.725,513.3939,467.3003,331.2268,257.2112,291.2693
AcylGlcADG(12:0_18:5_20:3)+NH4,1012.709,513.3939,465.2847,331.2268,257.2112,289.2537
AcylGlcADG(12:0_18:5_20:4)+NH4,1010.693,513.3939,463.269,331.2268,257.2112,287.238
AcylGlcADG(12:0_18:5_20:5)+NH4,1008.678,513.3939,461.2534,331.2268,257.2112,285.2224
AcylGlcADG(12:0_18:5_22:0)+NH4,1046.787,513.3939,499.3629,331.2268,257.2112,323.3319
AcylGlcADG(12:0_18:5_22:1)+NH4,1044.771,513.3939,497.3473,331.2268,257.2112,321.3163
AcylGlcADG(12:0_18:5_22:2)+NH4,1042.756,513.3939,495.3316,331.2268,257.2112,319.3006
AcylGlcADG(12:0_18:5_22:3)+NH4,1040.74,513.3939,493.316,331.2268,257.2112,317.285
AcylGlcADG(12:0_18:5_22:4)+NH4,1038.725,513.3939,491.3003,331.2268,257.2112,315.2693
AcylGlcADG(12:0_18:5_22:5)+NH4,1036.709,513.3939,489.2847,331.2268,257.2112,313.2537
AcylGlcADG(12:0_18:5_22:6)+NH4,1034.693,513.3939,487.269,331.2268,257.2112,311.238
AcylGlcADG(12:0_20:0_12:0)+NH4,944.7402,551.5034,359.2064,369.3363,257.2112,183.1754
AcylGlcADG(12:0_20:0_14:0)+NH4,972.7715,551.5034,387.2377,369.3363,257.2112,211.2067
AcylGlcADG(12:0_20:0_14:1)+NH4,970.7559,551.5034,385.2221,369.3363,257.2112,209.1911
AcylGlcADG(12:0_20:0_16:0)+NH4,1000.803,551.5034,415.269,369.3363,257.2112,239.238
AcylGlcADG(12:0_20:0_16:1)+NH4,998.7872,551.5034,413.2534,369.3363,257.2112,237.2224
AcylGlcADG(12:0_20:0_16:2)+NH4,996.7715,551.5034,411.2377,369.3363,257.2112,235.2067
AcylGlcADG(12:0_20:0_16:3)+NH4,994.7559,551.5034,409.2221,369.3363,257.2112,233.1911
AcylGlcADG(12:0_20:0_16:4)+NH4,992.7402,551.5034,407.2064,369.3363,257.2112,231.1754
AcylGlcADG(12:0_20:0_18:0)+NH4,1028.834,551.5034,443.3003,369.3363,257.2112,267.2693
AcylGlcADG(12:0_20:0_18:1)+NH4,1026.818,551.5034,441.2847,369.3363,257.2112,265.2537
AcylGlcADG(12:0_20:0_18:2)+NH4,1024.803,551.5034,439.269,369.3363,257.2112,263.238
AcylGlcADG(12:0_20:0_18:3)+NH4,1022.787,551.5034,437.2534,369.3363,257.2112,261.2224
AcylGlcADG(12:0_20:0_18:4)+NH4,1020.771,551.5034,435.2377,369.3363,257.2112,259.2067
AcylGlcADG(12:0_20:0_18:5)+NH4,1018.756,551.5034,433.2221,369.3363,257.2112,257.1911
AcylGlcADG(12:0_20:0_20:0)+NH4,1056.865,551.5034,471.3316,369.3363,257.2112,295.3006
AcylGlcADG(12:0_20:0_20:1)+NH4,1054.85,551.5034,469.316,369.3363,257.2112,293.285
AcylGlcADG(12:0_20:0_20:2)+NH4,1052.834,551.5034,467.3003,369.3363,257.2112,291.2693
AcylGlcADG(12:0_20:0_20:3)+NH4,1050.818,551.5034,465.2847,369.3363,257.2112,289.2537
AcylGlcADG(12:0_20:0_20:4)+NH4,1048.803,551.5034,463.269,369.3363,257.2112,287.238
AcylGlcADG(12:0_20:0_20:5)+NH4,1046.787,551.5034,461.2534,369.3363,257.2112,285.2224
AcylGlcADG(12:0_20:0_22:0)+NH4,1084.897,551.5034,499.3629,369.3363,257.2112,323.3319
AcylGlcADG(12:0_20:0_22:1)+NH4,1082.881,551.5034,497.3473,369.3363,257.2112,321.3163
AcylGlcADG(12:0_20:0_22:2)+NH4,1080.865,551.5034,495.3316,369.3363,257.2112,319.3006
AcylGlcADG(12:0_20:0_22:3)+NH4,1078.85,551.5034,493.316,369.3363,257.2112,317.285
AcylGlcADG(12:0_20:0_22:4)+NH4,1076.834,551.5034,491.3003,369.3363,257.2112,315.2693
AcylGlcADG(12:0_20:0_22:5)+NH4,1074.818,551.5034,489.2847,369.3363,257.2112,313.2537
AcylGlcADG(12:0_20:0_22:6)+NH4,1072.803,551.5034,487.269,369.3363,257.2112,311.238
AcylGlcADG(12:0_20:1_12:0)+NH4,942.7245,549.4877,359.2064,367.3207,257.2112,183.1754
AcylGlcADG(12:0_20:1_14:0)+NH4,970.7559,549.4877,387.2377,367.3207,257.2112,211.2067
AcylGlcADG(12:0_20:1_14:1)+NH4,968.7402,549.4877,385.2221,367.3207,257.2112,209.1911
AcylGlcADG(12:0_20:1_16:0)+NH4,998.7872,549.4877,415.269,367.3207,257.2112,239.238
AcylGlcADG(12:0_20:1_16:1)+NH4,996.7715,549.4877,413.2534,367.3207,257.2112,237.2224
AcylGlcADG(12:0_20:1_16:2)+NH4,994.7559,549.4877,411.2377,367.3207,257.2112,235.2067
AcylGlcADG(12:0_20:1_16:3)+NH4,992.7402,549.4877,409.2221,367.3207,257.2112,233.1911
AcylGlcADG(12:0_20:1_16:4)+NH4,990.7245,549.4877,407.2064,367.3207,257.2112,231.1754
AcylGlcADG(12:0_20:1_18:0)+NH4,1026.818,549.4877,443.3003,367.3207,257.2112,267.2693
AcylGlcADG(12:0_20:1_18:1)+NH4,1024.803,549.4877,441.2847,367.3207,257.2112,265.2537
AcylGlcADG(12:0_20:1_18:2)+NH4,1022.787,549.4877,439.269,367.3207,257.2112,263.238
AcylGlcADG(12:0_20:1_18:3)+NH4,1020.771,549.4877,437.2534,367.3207,257.2112,261.2224
AcylGlcADG(12:0_20:1_18:4)+NH4,1018.756,549.4877,435.2377,367.3207,257.2112,259.2067
AcylGlcADG(12:0_20:1_18:5)+NH4,1016.74,549.4877,433.2221,367.3207,257.2112,257.1911
AcylGlcADG(12:0_20:1_20:0)+NH4,1054.85,549.4877,471.3316,367.3207,257.2112,295.3006
AcylGlcADG(12:0_20:1_20:1)+NH4,1052.834,549.4877,469.316,367.3207,257.2112,293.285
AcylGlcADG(12:0_20:1_20:2)+NH4,1050.818,549.4877,467.3003,367.3207,257.2112,291.2693
AcylGlcADG(12:0_20:1_20:3)+NH4,1048.803,549.4877,465.2847,367.3207,257.2112,289.2537
AcylGlcADG(12:0_20:1_20:4)+NH4,1046.787,549.4877,463.269,367.3207,257.2112,287.238
AcylGlcADG(12:0_20:1_20:5)+NH4,1044.771,549.4877,461.2534,367.3207,257.2112,285.2224
AcylGlcADG(12:0_20:1_22:0)+NH4,1082.881,549.4877,499.3629,367.3207,257.2112,323.3319
AcylGlcADG(12:0_20:1_22:1)+NH4,1080.865,549.4877,497.3473,367.3207,257.2112,321.3163
AcylGlcADG(12:0_20:1_22:2)+NH4,1078.85,549.4877,495.3316,367.3207,257.2112,319.3006
AcylGlcADG(12:0_20:1_22:3)+NH4,1076.834,549.4877,493.316,367.3207,257.2112,317.285
AcylGlcADG(12:0_20:1_22:4)+NH4,1074.818,549.4877,491.3003,367.3207,257.2112,315.2693
AcylGlcADG(12:0_20:1_22:5)+NH4,1072.803,549.4877,489.2847,367.3207,257.2112,313.2537
AcylGlcADG(12:0_20:1_22:6)+NH4,1070.787,549.4877,487.269,367.3207,257.2112,311.238
AcylGlcADG(12:0_20:2_12:0)+NH4,940.7089,547.4721,359.2064,365.3051,257.2112,183.1754
AcylGlcADG(12:0_20:2_14:0)+NH4,968.7402,547.4721,387.2377,365.3051,257.2112,211.2067
AcylGlcADG(12:0_20:2_14:1)+NH4,966.7245,547.4721,385.2221,365.3051,257.2112,209.1911
AcylGlcADG(12:0_20:2_16:0)+NH4,996.7715,547.4721,415.269,365.3051,257.2112,239.238
AcylGlcADG(12:0_20:2_16:1)+NH4,994.7559,547.4721,413.2534,365.3051,257.2112,237.2224
AcylGlcADG(12:0_20:2_16:2)+NH4,992.7402,547.4721,411.2377,365.3051,257.2112,235.2067
AcylGlcADG(12:0_20:2_16:3)+NH4,990.7245,547.4721,409.2221,365.3051,257.2112,233.1911
AcylGlcADG(12:0_20:2_16:4)+NH4,988.7089,547.4721,407.2064,365.3051,257.2112,231.1754
AcylGlcADG(12:0_20:2_18:0)+NH4,1024.803,547.4721,443.3003,365.3051,257.2112,267.2693
AcylGlcADG(12:0_20:2_18:1)+NH4,1022.787,547.4721,441.2847,365.3051,257.2112,265.2537
AcylGlcADG(12:0_20:2_18:2)+NH4,1020.771,547.4721,439.269,365.3051,257.2112,263.238
AcylGlcADG(12:0_20:2_18:3)+NH4,1018.756,547.4721,437.2534,365.3051,257.2112,261.2224
AcylGlcADG(12:0_20:2_18:4)+NH4,1016.74,547.4721,435.2377,365.3051,257.2112,259.2067
AcylGlcADG(12:0_20:2_18:5)+NH4,1014.725,547.4721,433.2221,365.3051,257.2112,257.1911
AcylGlcADG(12:0_20:2_20:0)+NH4,1052.834,547.4721,471.3316,365.3051,257.2112,295.3006
AcylGlcADG(12:0_20:2_20:1)+NH4,1050.818,547.4721,469.316,365.3051,257.2112,293.285
AcylGlcADG(12:0_20:2_20:2)+NH4,1048.803,547.4721,467.3003,365.3051,257.2112,291.2693
AcylGlcADG(12:0_20:2_20:3)+NH4,1046.787,547.4721,465.2847,365.3051,257.2112,289.2537
AcylGlcADG(12:0_20:2_20:4)+NH4,1044.771,547.4721,463.269,365.3051,257.2112,287.238
AcylGlcADG(12:0_20:2_20:5)+NH4,1042.756,547.4721,461.2534,365.3051,257.2112,285.2224
AcylGlcADG(12:0_20:2_22:0)+NH4,1080.865,547.4721,499.3629,365.3051,257.2112,323.3319
AcylGlcADG(12:0_20:2_22:1)+NH4,1078.85,547.4721,497.3473,365.3051,257.2112,321.3163
AcylGlcADG(12:0_20:2_22:2)+NH4,1076.834,547.4721,495.3316,365.3051,257.2112,319.3006
AcylGlcADG(12:0_20:2_22:3)+NH4,1074.818,547.4721,493.316,365.3051,257.2112,317.285
AcylGlcADG(12:0_20:2_22:4)+NH4,1072.803,547.4721,491.3003,365.3051,257.2112,315.2693
AcylGlcADG(12:0_20:2_22:5)+NH4,1070.787,547.4721,489.2847,365.3051,257.2112,313.2537
AcylGlcADG(12:0_20:2_22:6)+NH4,1068.771,547.4721,487.269,365.3051,257.2112,311.238
AcylGlcADG(12:0_20:3_12:0)+NH4,938.6932,545.4564,359.2064,363.2894,257.2112,183.1754
AcylGlcADG(12:0_20:3_14:0)+NH4,966.7245,545.4564,387.2377,363.2894,257.2112,211.2067
AcylGlcADG(12:0_20:3_14:1)+NH4,964.7089,545.4564,385.2221,363.2894,257.2112,209.1911
AcylGlcADG(12:0_20:3_16:0)+NH4,994.7559,545.4564,415.269,363.2894,257.2112,239.238
AcylGlcADG(12:0_20:3_16:1)+NH4,992.7402,545.4564,413.2534,363.2894,257.2112,237.2224
AcylGlcADG(12:0_20:3_16:2)+NH4,990.7245,545.4564,411.2377,363.2894,257.2112,235.2067
AcylGlcADG(12:0_20:3_16:3)+NH4,988.7089,545.4564,409.2221,363.2894,257.2112,233.1911
AcylGlcADG(12:0_20:3_16:4)+NH4,986.6932,545.4564,407.2064,363.2894,257.2112,231.1754
AcylGlcADG(12:0_20:3_18:0)+NH4,1022.787,545.4564,443.3003,363.2894,257.2112,267.2693
AcylGlcADG(12:0_20:3_18:1)+NH4,1020.771,545.4564,441.2847,363.2894,257.2112,265.2537
AcylGlcADG(12:0_20:3_18:2)+NH4,1018.756,545.4564,439.269,363.2894,257.2112,263.238
AcylGlcADG(12:0_20:3_18:3)+NH4,1016.74,545.4564,437.2534,363.2894,257.2112,261.2224
AcylGlcADG(12:0_20:3_18:4)+NH4,1014.725,545.4564,435.2377,363.2894,257.2112,259.2067
AcylGlcADG(12:0_20:3_18:5)+NH4,1012.709,545.4564,433.2221,363.2894,257.2112,257.1911
AcylGlcADG(12:0_20:3_20:0)+NH4,1050.818,545.4564,471.3316,363.2894,257.2112,295.3006
AcylGlcADG(12:0_20:3_20:1)+NH4,1048.803,545.4564,469.316,363.2894,257.2112,293.285
AcylGlcADG(12:0_20:3_20:2)+NH4,1046.787,545.4564,467.3003,363.2894,257.2112,291.2693
AcylGlcADG(12:0_20:3_20:3)+NH4,1044.771,545.4564,465.2847,363.2894,257.2112,289.2537
AcylGlcADG(12:0_20:3_20:4)+NH4,1042.756,545.4564,463.269,363.2894,257.2112,287.238
AcylGlcADG(12:0_20:3_20:5)+NH4,1040.74,545.4564,461.2534,363.2894,257.2112,285.2224
AcylGlcADG(12:0_20:3_22:0)+NH4,1078.85,545.4564,499.3629,363.2894,257.2112,323.3319
AcylGlcADG(12:0_20:3_22:1)+NH4,1076.834,545.4564,497.3473,363.2894,257.2112,321.3163
AcylGlcADG(12:0_20:3_22:2)+NH4,1074.818,545.4564,495.3316,363.2894,257.2112,319.3006
AcylGlcADG(12:0_20:3_22:3)+NH4,1072.803,545.4564,493.316,363.2894,257.2112,317.285
AcylGlcADG(12:0_20:3_22:4)+NH4,1070.787,545.4564,491.3003,363.2894,257.2112,315.2693
AcylGlcADG(12:0_20:3_22:5)+NH4,1068.771,545.4564,489.2847,363.2894,257.2112,313.2537
AcylGlcADG(12:0_20:3_22:6)+NH4,1066.756,545.4564,487.269,363.2894,257.2112,311.238
AcylGlcADG(12:0_20:4_12:0)+NH4,936.6776,543.4408,359.2064,361.2737,257.2112,183.1754
AcylGlcADG(12:0_20:4_14:0)+NH4,964.7089,543.4408,387.2377,361.2737,257.2112,211.2067
AcylGlcADG(12:0_20:4_14:1)+NH4,962.6932,543.4408,385.2221,361.2737,257.2112,209.1911
AcylGlcADG(12:0_20:4_16:0)+NH4,992.7402,543.4408,415.269,361.2737,257.2112,239.238
AcylGlcADG(12:0_20:4_16:1)+NH4,990.7245,543.4408,413.2534,361.2737,257.2112,237.2224
AcylGlcADG(12:0_20:4_16:2)+NH4,988.7089,543.4408,411.2377,361.2737,257.2112,235.2067
AcylGlcADG(12:0_20:4_16:3)+NH4,986.6932,543.4408,409.2221,361.2737,257.2112,233.1911
AcylGlcADG(12:0_20:4_16:4)+NH4,984.6776,543.4408,407.2064,361.2737,257.2112,231.1754
AcylGlcADG(12:0_20:4_18:0)+NH4,1020.771,543.4408,443.3003,361.2737,257.2112,267.2693
AcylGlcADG(12:0_20:4_18:1)+NH4,1018.756,543.4408,441.2847,361.2737,257.2112,265.2537
AcylGlcADG(12:0_20:4_18:2)+NH4,1016.74,543.4408,439.269,361.2737,257.2112,263.238
AcylGlcADG(12:0_20:4_18:3)+NH4,1014.725,543.4408,437.2534,361.2737,257.2112,261.2224
