ether-TG,[M+NH4]+,NL R2COOH,NL R3COOH,RCO_2,RCO_3,RCO2+74.0368,RCO3+74.0368,RCO2+74-H2O,RCO3+74-H2O
plasmenyl-TG(P-16:0_14:0_24:1)+NH4,890.8536,645.618,507.4771,211.20564,349.34654,285.2424364,423.3833364,267.2318714,405.3727714
plasmenyl-TG(P-16:0_14:0_25:0)+NH4,906.8849,661.6493,507.4771,211.20564,365.37784,285.2424364,439.4146364,267.2318714,421.4040714
plasmenyl-TG(P-16:0_14:0_26:0)+NH4,920.9005,675.6649,507.4771,211.20564,379.39344,285.2424364,453.4302364,267.2318714,435.4196714
plasmenyl-TG(P-16:0_14:1_14:1)+NH4,748.6815,505.4615,505.4615,209.19004,209.19004,283.2268364,283.2268364,265.2162714,265.2162714
plasmenyl-TG(P-16:0_14:1_15:0)+NH4,764.7128,521.4928,505.4615,209.19004,225.22134,283.2268364,299.2581364,265.2162714,281.2475714
plasmenyl-TG(P-16:0_14:1_15:1)+NH4,762.6971,519.4771,505.4615,209.19004,223.20564,283.2268364,297.2424364,265.2162714,279.2318714
plasmenyl-TG(P-16:0_14:1_16:0)+NH4,778.7284,535.5084,505.4615,209.19004,239.23694,283.2268364,313.2737364,265.2162714,295.2631714
plasmenyl-TG(P-16:0_14:1_16:1)+NH4,776.7128,533.4928,505.4615,209.19004,237.22134,283.2268364,311.2581364,265.2162714,293.2475714
plasmenyl-TG(P-16:0_14:1_17:0)+NH4,792.7441,549.5241,505.4615,209.19004,253.25264,283.2268364,327.2894364,265.2162714,309.2788714
plasmenyl-TG(P-16:0_14:1_17:1)+NH4,790.7284,547.5084,505.4615,209.19004,251.23694,283.2268364,325.2737364,265.2162714,307.2631714
plasmenyl-TG(P-16:0_14:1_17:2)+NH4,788.7128,545.4928,505.4615,209.19004,249.22134,283.2268364,323.2581364,265.2162714,305.2475714
plasmenyl-TG(P-16:0_14:1_18:0)+NH4,806.7597,563.5397,505.4615,209.19004,267.26824,283.2268364,341.3050364,265.2162714,323.2944714
plasmenyl-TG(P-16:0_14:1_18:1)+NH4,804.7441,561.5241,505.4615,209.19004,265.25264,283.2268364,339.2894364,265.2162714,321.2788714
plasmenyl-TG(P-16:0_14:1_18:2)+NH4,802.7284,559.5084,505.4615,209.19004,263.23694,283.2268364,337.2737364,265.2162714,319.2631714
plasmenyl-TG(P-16:0_14:1_18:3)+NH4,800.7128,557.4928,505.4615,209.19004,261.22134,283.2268364,335.2581364,265.2162714,317.2475714
plasmenyl-TG(P-16:0_14:1_18:4)+NH4,798.6971,555.4771,505.4615,209.19004,259.20564,283.2268364,333.2424364,265.2162714,315.2318714
plasmenyl-TG(P-16:0_14:1_19:0)+NH4,820.7754,577.5554,505.4615,209.19004,281.28394,283.2268364,355.3207364,265.2162714,337.3101714
plasmenyl-TG(P-16:0_14:1_20:0)+NH4,834.791,591.571,505.4615,209.19004,295.29954,283.2268364,369.3363364,265.2162714,351.3257714
plasmenyl-TG(P-16:0_14:1_20:1)+NH4,832.7754,589.5554,505.4615,209.19004,293.28394,283.2268364,367.3207364,265.2162714,349.3101714
plasmenyl-TG(P-16:0_14:1_20:2)+NH4,830.7597,587.5397,505.4615,209.19004,291.26824,283.2268364,365.3050364,265.2162714,347.2944714
plasmenyl-TG(P-16:0_14:1_20:3)+NH4,828.7441,585.5241,505.4615,209.19004,289.25264,283.2268364,363.2894364,265.2162714,345.2788714
plasmenyl-TG(P-16:0_14:1_20:4)+NH4,826.7284,583.5084,505.4615,209.19004,287.23694,283.2268364,361.2737364,265.2162714,343.2631714
plasmenyl-TG(P-16:0_14:1_20:5)+NH4,824.7128,581.4928,505.4615,209.19004,285.22134,283.2268364,359.2581364,265.2162714,341.2475714
plasmenyl-TG(P-16:0_14:1_21:0)+NH4,848.8067,605.5867,505.4615,209.19004,309.31524,283.2268364,383.3520364,265.2162714,365.3414714
plasmenyl-TG(P-16:0_14:1_22:0)+NH4,862.8223,619.6023,505.4615,209.19004,323.33084,283.2268364,397.3676364,265.2162714,379.3570714
plasmenyl-TG(P-16:0_14:1_22:1)+NH4,860.8067,617.5867,505.4615,209.19004,321.31524,283.2268364,395.3520364,265.2162714,377.3414714
plasmenyl-TG(P-16:0_14:1_22:2)+NH4,858.791,615.571,505.4615,209.19004,319.29954,283.2268364,393.3363364,265.2162714,375.3257714
plasmenyl-TG(P-16:0_14:1_22:3)+NH4,856.7754,613.5554,505.4615,209.19004,317.28394,283.2268364,391.3207364,265.2162714,373.3101714
plasmenyl-TG(P-16:0_14:1_22:4)+NH4,854.7597,611.5397,505.4615,209.19004,315.26824,283.2268364,389.3050364,265.2162714,371.2944714
plasmenyl-TG(P-16:0_14:1_22:5)+NH4,852.7441,609.5241,505.4615,209.19004,313.25264,283.2268364,387.2894364,265.2162714,369.2788714
plasmenyl-TG(P-16:0_14:1_22:6)+NH4,850.7284,607.5084,505.4615,209.19004,311.23694,283.2268364,385.2737364,265.2162714,367.2631714
plasmenyl-TG(P-16:0_14:1_23:0)+NH4,876.838,633.618,505.4615,209.19004,337.34654,283.2268364,411.3833364,265.2162714,393.3727714
plasmenyl-TG(P-16:0_14:1_24:0)+NH4,890.8536,647.6336,505.4615,209.19004,351.36214,283.2268364,425.3989364,265.2162714,407.3883714
plasmenyl-TG(P-16:0_14:1_24:1)+NH4,888.838,645.618,505.4615,209.19004,349.34654,283.2268364,423.3833364,265.2162714,405.3727714
plasmenyl-TG(P-16:0_14:1_25:0)+NH4,904.8693,661.6493,505.4615,209.19004,365.37784,283.2268364,439.4146364,265.2162714,421.4040714
plasmenyl-TG(P-16:0_14:1_26:0)+NH4,918.8849,675.6649,505.4615,209.19004,379.39344,283.2268364,453.4302364,265.2162714,435.4196714
plasmenyl-TG(P-16:0_15:0_15:0)+NH4,780.7441,521.4928,521.4928,225.22134,225.22134,299.2581364,299.2581364,281.2475714,281.2475714
plasmenyl-TG(P-16:0_15:0_15:1)+NH4,778.7284,519.4771,521.4928,225.22134,223.20564,299.2581364,297.2424364,281.2475714,279.2318714
plasmenyl-TG(P-16:0_15:0_16:0)+NH4,794.7597,535.5084,521.4928,225.22134,239.23694,299.2581364,313.2737364,281.2475714,295.2631714
plasmenyl-TG(P-16:0_15:0_16:1)+NH4,792.7441,533.4928,521.4928,225.22134,237.22134,299.2581364,311.2581364,281.2475714,293.2475714
plasmenyl-TG(P-16:0_15:0_17:0)+NH4,808.7754,549.5241,521.4928,225.22134,253.25264,299.2581364,327.2894364,281.2475714,309.2788714
plasmenyl-TG(P-16:0_15:0_17:1)+NH4,806.7597,547.5084,521.4928,225.22134,251.23694,299.2581364,325.2737364,281.2475714,307.2631714
plasmenyl-TG(P-16:0_15:0_17:2)+NH4,804.7441,545.4928,521.4928,225.22134,249.22134,299.2581364,323.2581364,281.2475714,305.2475714
plasmenyl-TG(P-16:0_15:0_18:0)+NH4,822.791,563.5397,521.4928,225.22134,267.26824,299.2581364,341.3050364,281.2475714,323.2944714
plasmenyl-TG(P-16:0_15:0_18:1)+NH4,820.7754,561.5241,521.4928,225.22134,265.25264,299.2581364,339.2894364,281.2475714,321.2788714
plasmenyl-TG(P-16:0_15:0_18:2)+NH4,818.7597,559.5084,521.4928,225.22134,263.23694,299.2581364,337.2737364,281.2475714,319.2631714
plasmenyl-TG(P-16:0_15:0_18:3)+NH4,816.7441,557.4928,521.4928,225.22134,261.22134,299.2581364,335.2581364,281.2475714,317.2475714
plasmenyl-TG(P-16:0_15:0_18:4)+NH4,814.7284,555.4771,521.4928,225.22134,259.20564,299.2581364,333.2424364,281.2475714,315.2318714
plasmenyl-TG(P-16:0_15:0_19:0)+NH4,836.8067,577.5554,521.4928,225.22134,281.28394,299.2581364,355.3207364,281.2475714,337.3101714
plasmenyl-TG(P-16:0_15:0_20:0)+NH4,850.8223,591.571,521.4928,225.22134,295.29954,299.2581364,369.3363364,281.2475714,351.3257714
plasmenyl-TG(P-16:0_15:0_20:1)+NH4,848.8067,589.5554,521.4928,225.22134,293.28394,299.2581364,367.3207364,281.2475714,349.3101714
plasmenyl-TG(P-16:0_15:0_20:2)+NH4,846.791,587.5397,521.4928,225.22134,291.26824,299.2581364,365.3050364,281.2475714,347.2944714
plasmenyl-TG(P-16:0_15:0_20:3)+NH4,844.7754,585.5241,521.4928,225.22134,289.25264,299.2581364,363.2894364,281.2475714,345.2788714
plasmenyl-TG(P-16:0_15:0_20:4)+NH4,842.7597,583.5084,521.4928,225.22134,287.23694,299.2581364,361.2737364,281.2475714,343.2631714
plasmenyl-TG(P-16:0_15:0_20:5)+NH4,840.7441,581.4928,521.4928,225.22134,285.22134,299.2581364,359.2581364,281.2475714,341.2475714
plasmenyl-TG(P-16:0_15:0_21:0)+NH4,864.838,605.5867,521.4928,225.22134,309.31524,299.2581364,383.3520364,281.2475714,365.3414714
plasmenyl-TG(P-16:0_15:0_22:0)+NH4,878.8536,619.6023,521.4928,225.22134,323.33084,299.2581364,397.3676364,281.2475714,379.3570714
plasmenyl-TG(P-16:0_15:0_22:1)+NH4,876.838,617.5867,521.4928,225.22134,321.31524,299.2581364,395.3520364,281.2475714,377.3414714
plasmenyl-TG(P-16:0_15:0_22:2)+NH4,874.8223,615.571,521.4928,225.22134,319.29954,299.2581364,393.3363364,281.2475714,375.3257714
plasmenyl-TG(P-16:0_15:0_22:3)+NH4,872.8067,613.5554,521.4928,225.22134,317.28394,299.2581364,391.3207364,281.2475714,373.3101714
plasmenyl-TG(P-16:0_15:0_22:4)+NH4,870.791,611.5397,521.4928,225.22134,315.26824,299.2581364,389.3050364,281.2475714,371.2944714
plasmenyl-TG(P-16:0_15:0_22:5)+NH4,868.7754,609.5241,521.4928,225.22134,313.25264,299.2581364,387.2894364,281.2475714,369.2788714
plasmenyl-TG(P-16:0_15:0_22:6)+NH4,866.7597,607.5084,521.4928,225.22134,311.23694,299.2581364,385.2737364,281.2475714,367.2631714
plasmenyl-TG(P-16:0_15:0_23:0)+NH4,892.8693,633.618,521.4928,225.22134,337.34654,299.2581364,411.3833364,281.2475714,393.3727714
plasmenyl-TG(P-16:0_15:0_24:0)+NH4,906.8849,647.6336,521.4928,225.22134,351.36214,299.2581364,425.3989364,281.2475714,407.3883714
plasmenyl-TG(P-16:0_15:0_24:1)+NH4,904.8693,645.618,521.4928,225.22134,349.34654,299.2581364,423.3833364,281.2475714,405.3727714
plasmenyl-TG(P-16:0_15:0_25:0)+NH4,920.9006,661.6493,521.4928,225.22134,365.37784,299.2581364,439.4146364,281.2475714,421.4040714
plasmenyl-TG(P-16:0_15:0_26:0)+NH4,934.9162,675.6649,521.4928,225.22134,379.39344,299.2581364,453.4302364,281.2475714,435.4196714
plasmenyl-TG(P-16:0_15:1_15:1)+NH4,776.7127,519.4771,519.4771,223.20564,223.20564,297.2424364,297.2424364,279.2318714,279.2318714
plasmenyl-TG(P-16:0_15:1_16:0)+NH4,792.744,535.5084,519.4771,223.20564,239.23694,297.2424364,313.2737364,279.2318714,295.2631714
plasmenyl-TG(P-16:0_15:1_16:1)+NH4,790.7284,533.4928,519.4771,223.20564,237.22134,297.2424364,311.2581364,279.2318714,293.2475714
plasmenyl-TG(P-16:0_15:1_17:0)+NH4,806.7597,549.5241,519.4771,223.20564,253.25264,297.2424364,327.2894364,279.2318714,309.2788714
plasmenyl-TG(P-16:0_15:1_17:1)+NH4,804.744,547.5084,519.4771,223.20564,251.23694,297.2424364,325.2737364,279.2318714,307.2631714
plasmenyl-TG(P-16:0_15:1_17:2)+NH4,802.7284,545.4928,519.4771,223.20564,249.22134,297.2424364,323.2581364,279.2318714,305.2475714
plasmenyl-TG(P-16:0_15:1_18:0)+NH4,820.7753,563.5397,519.4771,223.20564,267.26824,297.2424364,341.3050364,279.2318714,323.2944714
plasmenyl-TG(P-16:0_15:1_18:1)+NH4,818.7597,561.5241,519.4771,223.20564,265.25264,297.2424364,339.2894364,279.2318714,321.2788714
plasmenyl-TG(P-16:0_15:1_18:2)+NH4,816.744,559.5084,519.4771,223.20564,263.23694,297.2424364,337.2737364,279.2318714,319.2631714
plasmenyl-TG(P-16:0_15:1_18:3)+NH4,814.7284,557.4928,519.4771,223.20564,261.22134,297.2424364,335.2581364,279.2318714,317.2475714
plasmenyl-TG(P-16:0_15:1_18:4)+NH4,812.7127,555.4771,519.4771,223.20564,259.20564,297.2424364,333.2424364,279.2318714,315.2318714
plasmenyl-TG(P-16:0_15:1_19:0)+NH4,834.791,577.5554,519.4771,223.20564,281.28394,297.2424364,355.3207364,279.2318714,337.3101714
plasmenyl-TG(P-16:0_15:1_20:0)+NH4,848.8066,591.571,519.4771,223.20564,295.29954,297.2424364,369.3363364,279.2318714,351.3257714
plasmenyl-TG(P-16:0_15:1_20:1)+NH4,846.791,589.5554,519.4771,223.20564,293.28394,297.2424364,367.3207364,279.2318714,349.3101714
plasmenyl-TG(P-16:0_15:1_20:2)+NH4,844.7753,587.5397,519.4771,223.20564,291.26824,297.2424364,365.3050364,279.2318714,347.2944714
plasmenyl-TG(P-16:0_15:1_20:3)+NH4,842.7597,585.5241,519.4771,223.20564,289.25264,297.2424364,363.2894364,279.2318714,345.2788714
plasmenyl-TG(P-16:0_15:1_20:4)+NH4,840.744,583.5084,519.4771,223.20564,287.23694,297.2424364,361.2737364,279.2318714,343.2631714
plasmenyl-TG(P-16:0_15:1_20:5)+NH4,838.7284,581.4928,519.4771,223.20564,285.22134,297.2424364,359.2581364,279.2318714,341.2475714
plasmenyl-TG(P-16:0_15:1_21:0)+NH4,862.8223,605.5867,519.4771,223.20564,309.31524,297.2424364,383.3520364,279.2318714,365.3414714
plasmenyl-TG(P-16:0_15:1_22:0)+NH4,876.8379,619.6023,519.4771,223.20564,323.33084,297.2424364,397.3676364,279.2318714,379.3570714
plasmenyl-TG(P-16:0_15:1_22:1)+NH4,874.8223,617.5867,519.4771,223.20564,321.31524,297.2424364,395.3520364,279.2318714,377.3414714
plasmenyl-TG(P-16:0_15:1_22:2)+NH4,872.8066,615.571,519.4771,223.20564,319.29954,297.2424364,393.3363364,279.2318714,375.3257714
plasmenyl-TG(P-16:0_15:1_22:3)+NH4,870.791,613.5554,519.4771,223.20564,317.28394,297.2424364,391.3207364,279.2318714,373.3101714
plasmenyl-TG(P-16:0_15:1_22:4)+NH4,868.7753,611.5397,519.4771,223.20564,315.26824,297.2424364,389.3050364,279.2318714,371.2944714
plasmenyl-TG(P-16:0_15:1_22:5)+NH4,866.7597,609.5241,519.4771,223.20564,313.25264,297.2424364,387.2894364,279.2318714,369.2788714
plasmenyl-TG(P-16:0_15:1_22:6)+NH4,864.744,607.5084,519.4771,223.20564,311.23694,297.2424364,385.2737364,279.2318714,367.2631714
plasmenyl-TG(P-16:0_15:1_23:0)+NH4,890.8536,633.618,519.4771,223.20564,337.34654,297.2424364,411.3833364,279.2318714,393.3727714
plasmenyl-TG(P-16:0_15:1_24:0)+NH4,904.8692,647.6336,519.4771,223.20564,351.36214,297.2424364,425.3989364,279.2318714,407.3883714
plasmenyl-TG(P-16:0_15:1_24:1)+NH4,902.8536,645.618,519.4771,223.20564,349.34654,297.2424364,423.3833364,279.2318714,405.3727714
plasmenyl-TG(P-16:0_15:1_25:0)+NH4,918.8849,661.6493,519.4771,223.20564,365.37784,297.2424364,439.4146364,279.2318714,421.4040714
plasmenyl-TG(P-16:0_15:1_26:0)+NH4,932.9005,675.6649,519.4771,223.20564,379.39344,297.2424364,453.4302364,279.2318714,435.4196714
plasmenyl-TG(P-16:0_16:0_16:0)+NH4,808.7753,535.5084,535.5084,239.23694,239.23694,313.2737364,313.2737364,295.2631714,295.2631714
plasmenyl-TG(P-16:0_16:0_16:1)+NH4,806.7597,533.4928,535.5084,239.23694,237.22134,313.2737364,311.2581364,295.2631714,293.2475714
plasmenyl-TG(P-16:0_16:0_17:0)+NH4,822.791,549.5241,535.5084,239.23694,253.25264,313.2737364,327.2894364,295.2631714,309.2788714
plasmenyl-TG(P-16:0_16:0_17:1)+NH4,820.7753,547.5084,535.5084,239.23694,251.23694,313.2737364,325.2737364,295.2631714,307.2631714
plasmenyl-TG(P-16:0_16:0_17:2)+NH4,818.7597,545.4928,535.5084,239.23694,249.22134,313.2737364,323.2581364,295.2631714,305.2475714
plasmenyl-TG(P-16:0_16:0_18:0)+NH4,836.8066,563.5397,535.5084,239.23694,267.26824,313.2737364,341.3050364,295.2631714,323.2944714
plasmenyl-TG(P-16:0_16:0_18:1)+NH4,834.791,561.5241,535.5084,239.23694,265.25264,313.2737364,339.2894364,295.2631714,321.2788714
plasmenyl-TG(P-16:0_16:0_18:2)+NH4,832.7753,559.5084,535.5084,239.23694,263.23694,313.2737364,337.2737364,295.2631714,319.2631714
plasmenyl-TG(P-16:0_16:0_18:3)+NH4,830.7597,557.4928,535.5084,239.23694,261.22134,313.2737364,335.2581364,295.2631714,317.2475714
plasmenyl-TG(P-16:0_16:0_18:4)+NH4,828.744,555.4771,535.5084,239.23694,259.20564,313.2737364,333.2424364,295.2631714,315.2318714
plasmenyl-TG(P-16:0_16:0_19:0)+NH4,850.8223,577.5554,535.5084,239.23694,281.28394,313.2737364,355.3207364,295.2631714,337.3101714
plasmenyl-TG(P-16:0_16:0_20:0)+NH4,864.8379,591.571,535.5084,239.23694,295.29954,313.2737364,369.3363364,295.2631714,351.3257714
plasmenyl-TG(P-16:0_16:0_20:1)+NH4,862.8223,589.5554,535.5084,239.23694,293.28394,313.2737364,367.3207364,295.2631714,349.3101714
plasmenyl-TG(P-16:0_16:0_20:2)+NH4,860.8066,587.5397,535.5084,239.23694,291.26824,313.2737364,365.3050364,295.2631714,347.2944714
plasmenyl-TG(P-16:0_16:0_20:3)+NH4,858.791,585.5241,535.5084,239.23694,289.25264,313.2737364,363.2894364,295.2631714,345.2788714
plasmenyl-TG(P-16:0_16:0_20:4)+NH4,856.7753,583.5084,535.5084,239.23694,287.23694,313.2737364,361.2737364,295.2631714,343.2631714
plasmenyl-TG(P-16:0_16:0_20:5)+NH4,854.7597,581.4928,535.5084,239.23694,285.22134,313.2737364,359.2581364,295.2631714,341.2475714
plasmenyl-TG(P-16:0_16:0_21:0)+NH4,878.8536,605.5867,535.5084,239.23694,309.31524,313.2737364,383.3520364,295.2631714,365.3414714
plasmenyl-TG(P-16:0_16:0_22:0)+NH4,892.8692,619.6023,535.5084,239.23694,323.33084,313.2737364,397.3676364,295.2631714,379.3570714
plasmenyl-TG(P-16:0_16:0_22:1)+NH4,890.8536,617.5867,535.5084,239.23694,321.31524,313.2737364,395.3520364,295.2631714,377.3414714
plasmenyl-TG(P-16:0_16:0_22:2)+NH4,888.8379,615.571,535.5084,239.23694,319.29954,313.2737364,393.3363364,295.2631714,375.3257714
plasmenyl-TG(P-16:0_16:0_22:3)+NH4,886.8223,613.5554,535.5084,239.23694,317.28394,313.2737364,391.3207364,295.2631714,373.3101714
plasmenyl-TG(P-16:0_16:0_22:4)+NH4,884.8066,611.5397,535.5084,239.23694,315.26824,313.2737364,389.3050364,295.2631714,371.2944714
plasmenyl-TG(P-16:0_16:0_22:5)+NH4,882.791,609.5241,535.5084,239.23694,313.25264,313.2737364,387.2894364,295.2631714,369.2788714
plasmenyl-TG(P-16:0_16:0_22:6)+NH4,880.7753,607.5084,535.5084,239.23694,311.23694,313.2737364,385.2737364,295.2631714,367.2631714
plasmenyl-TG(P-16:0_16:0_23:0)+NH4,906.8849,633.618,535.5084,239.23694,337.34654,313.2737364,411.3833364,295.2631714,393.3727714
plasmenyl-TG(P-16:0_16:0_24:0)+NH4,920.9005,647.6336,535.5084,239.23694,351.36214,313.2737364,425.3989364,295.2631714,407.3883714
plasmenyl-TG(P-16:0_16:0_24:1)+NH4,918.8849,645.618,535.5084,239.23694,349.34654,313.2737364,423.3833364,295.2631714,405.3727714
plasmenyl-TG(P-16:0_16:0_25:0)+NH4,934.9162,661.6493,535.5084,239.23694,365.37784,313.2737364,439.4146364,295.2631714,421.4040714
plasmenyl-TG(P-16:0_16:0_26:0)+NH4,948.9318,675.6649,535.5084,239.23694,379.39344,313.2737364,453.4302364,295.2631714,435.4196714
plasmenyl-TG(P-16:0_16:1_16:1)+NH4,804.7441,533.4928,533.4928,237.22134,237.22134,311.2581364,311.2581364,293.2475714,293.2475714
plasmenyl-TG(P-16:0_16:1_17:0)+NH4,820.7754,549.5241,533.4928,237.22134,253.25264,311.2581364,327.2894364,293.2475714,309.2788714
plasmenyl-TG(P-16:0_16:1_17:1)+NH4,818.7597,547.5084,533.4928,237.22134,251.23694,311.2581364,325.2737364,293.2475714,307.2631714
plasmenyl-TG(P-16:0_16:1_17:2)+NH4,816.7441,545.4928,533.4928,237.22134,249.22134,311.2581364,323.2581364,293.2475714,305.2475714
plasmenyl-TG(P-16:0_16:1_18:0)+NH4,834.791,563.5397,533.4928,237.22134,267.26824,311.2581364,341.3050364,293.2475714,323.2944714
plasmenyl-TG(P-16:0_16:1_18:1)+NH4,832.7754,561.5241,533.4928,237.22134,265.25264,311.2581364,339.2894364,293.2475714,321.2788714
plasmenyl-TG(P-16:0_16:1_18:2)+NH4,830.7597,559.5084,533.4928,237.22134,263.23694,311.2581364,337.2737364,293.2475714,319.2631714
plasmenyl-TG(P-16:0_16:1_18:3)+NH4,828.7441,557.4928,533.4928,237.22134,261.22134,311.2581364,335.2581364,293.2475714,317.2475714
plasmenyl-TG(P-16:0_16:1_18:4)+NH4,826.7284,555.4771,533.4928,237.22134,259.20564,311.2581364,333.2424364,293.2475714,315.2318714
plasmenyl-TG(P-16:0_16:1_19:0)+NH4,848.8067,577.5554,533.4928,237.22134,281.28394,311.2581364,355.3207364,293.2475714,337.3101714
plasmenyl-TG(P-16:0_16:1_20:0)+NH4,862.8223,591.571,533.4928,237.22134,295.29954,311.2581364,369.3363364,293.2475714,351.3257714
plasmenyl-TG(P-16:0_16:1_20:1)+NH4,860.8067,589.5554,533.4928,237.22134,293.28394,311.2581364,367.3207364,293.2475714,349.3101714
plasmenyl-TG(P-16:0_16:1_20:2)+NH4,858.791,587.5397,533.4928,237.22134,291.26824,311.2581364,365.3050364,293.2475714,347.2944714
plasmenyl-TG(P-16:0_16:1_20:3)+NH4,856.7754,585.5241,533.4928,237.22134,289.25264,311.2581364,363.2894364,293.2475714,345.2788714
plasmenyl-TG(P-16:0_16:1_20:4)+NH4,854.7597,583.5084,533.4928,237.22134,287.23694,311.2581364,361.2737364,293.2475714,343.2631714
plasmenyl-TG(P-16:0_16:1_20:5)+NH4,852.7441,581.4928,533.4928,237.22134,285.22134,311.2581364,359.2581364,293.2475714,341.2475714
plasmenyl-TG(P-16:0_16:1_21:0)+NH4,876.838,605.5867,533.4928,237.22134,309.31524,311.2581364,383.3520364,293.2475714,365.3414714
plasmenyl-TG(P-16:0_16:1_22:0)+NH4,890.8536,619.6023,533.4928,237.22134,323.33084,311.2581364,397.3676364,293.2475714,379.3570714
plasmenyl-TG(P-16:0_16:1_22:1)+NH4,888.838,617.5867,533.4928,237.22134,321.31524,311.2581364,395.3520364,293.2475714,377.3414714
plasmenyl-TG(P-16:0_16:1_22:2)+NH4,886.8223,615.571,533.4928,237.22134,319.29954,311.2581364,393.3363364,293.2475714,375.3257714
plasmenyl-TG(P-16:0_16:1_22:3)+NH4,884.8067,613.5554,533.4928,237.22134,317.28394,311.2581364,391.3207364,293.2475714,373.3101714
plasmenyl-TG(P-16:0_16:1_22:4)+NH4,882.791,611.5397,533.4928,237.22134,315.26824,311.2581364,389.3050364,293.2475714,371.2944714
plasmenyl-TG(P-16:0_16:1_22:5)+NH4,880.7754,609.5241,533.4928,237.22134,313.25264,311.2581364,387.2894364,293.2475714,369.2788714
plasmenyl-TG(P-16:0_16:1_22:6)+NH4,878.7597,607.5084,533.4928,237.22134,311.23694,311.2581364,385.2737364,293.2475714,367.2631714
plasmenyl-TG(P-16:0_16:1_23:0)+NH4,904.8693,633.618,533.4928,237.22134,337.34654,311.2581364,411.3833364,293.2475714,393.3727714
plasmenyl-TG(P-16:0_16:1_24:0)+NH4,918.8849,647.6336,533.4928,237.22134,351.36214,311.2581364,425.3989364,293.2475714,407.3883714
plasmenyl-TG(P-16:0_16:1_24:1)+NH4,916.8693,645.618,533.4928,237.22134,349.34654,311.2581364,423.3833364,293.2475714,405.3727714
plasmenyl-TG(P-16:0_16:1_25:0)+NH4,932.9006,661.6493,533.4928,237.22134,365.37784,311.2581364,439.4146364,293.2475714,421.4040714
plasmenyl-TG(P-16:0_16:1_26:0)+NH4,946.9162,675.6649,533.4928,237.22134,379.39344,311.2581364,453.4302364,293.2475714,435.4196714
plasmenyl-TG(P-16:0_17:0_17:0)+NH4,836.8067,549.5241,549.5241,253.25264,253.25264,327.2894364,327.2894364,309.2788714,309.2788714
plasmenyl-TG(P-16:0_17:0_17:1)+NH4,834.791,547.5084,549.5241,253.25264,251.23694,327.2894364,325.2737364,309.2788714,307.2631714
plasmenyl-TG(P-16:0_17:0_17:2)+NH4,832.7754,545.4928,549.5241,253.25264,249.22134,327.2894364,323.2581364,309.2788714,305.2475714
plasmenyl-TG(P-16:0_17:0_18:0)+NH4,850.8223,563.5397,549.5241,253.25264,267.26824,327.2894364,341.3050364,309.2788714,323.2944714
plasmenyl-TG(P-16:0_17:0_18:1)+NH4,848.8067,561.5241,549.5241,253.25264,265.25264,327.2894364,339.2894364,309.2788714,321.2788714
plasmenyl-TG(P-16:0_17:0_18:2)+NH4,846.791,559.5084,549.5241,253.25264,263.23694,327.2894364,337.2737364,309.2788714,319.2631714
plasmenyl-TG(P-16:0_17:0_18:3)+NH4,844.7754,557.4928,549.5241,253.25264,261.22134,327.2894364,335.2581364,309.2788714,317.2475714
plasmenyl-TG(P-16:0_17:0_18:4)+NH4,842.7597,555.4771,549.5241,253.25264,259.20564,327.2894364,333.2424364,309.2788714,315.2318714
plasmenyl-TG(P-16:0_17:0_19:0)+NH4,864.838,577.5554,549.5241,253.25264,281.28394,327.2894364,355.3207364,309.2788714,337.3101714
plasmenyl-TG(P-16:0_17:0_20:0)+NH4,878.8536,591.571,549.5241,253.25264,295.29954,327.2894364,369.3363364,309.2788714,351.3257714
plasmenyl-TG(P-16:0_17:0_20:1)+NH4,876.838,589.5554,549.5241,253.25264,293.28394,327.2894364,367.3207364,309.2788714,349.3101714
plasmenyl-TG(P-16:0_17:0_20:2)+NH4,874.8223,587.5397,549.5241,253.25264,291.26824,327.2894364,365.3050364,309.2788714,347.2944714
